Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG_status	gene_id	gene_name	gene_biotype
gene:FGSG_02099	38578.0261306337	-3.53900366120651	0.0908900021174676	-38.9372161817385	0	0	down	gene:FGSG_02099	gene:FGSG_02099	NA
gene:FGSG_02271	17287.968595248	10.9755584287392	0.15318717291943	71.6480252201788	0	0	up	gene:FGSG_02271	gene:FGSG_02271	NA
gene:FGSG_02272	1470.91974765365	6.32312460277313	0.143302353909646	44.1243596512027	0	0	up	gene:FGSG_02272	gene:FGSG_02272	NA
gene:FGSG_02322	24302.51026124	6.24237839585284	0.109525678510144	56.9946562373927	0	0	up	gene:FGSG_02322	gene:FGSG_02322	NA
gene:FGSG_02323	3419.05793809083	4.89619234476025	0.0829626450900733	59.0168302787888	0	0	up	gene:FGSG_02323	gene:FGSG_02323	NA
gene:FGSG_02364	1031.05973232301	4.19491523622252	0.101836668660842	41.1925811339461	0	0	up	gene:FGSG_02364	gene:FGSG_02364	NA
gene:FGSG_02503	15464.0937713438	-3.83512477131035	0.0954466568183475	-40.1808182617574	0	0	down	gene:FGSG_02503	gene:FGSG_02503	NA
gene:FGSG_02541	20562.439981774	-3.95807466164867	0.0993109322354236	-39.8553771730364	0	0	down	gene:FGSG_02541	gene:FGSG_02541	NA
gene:FGSG_02577	11199.6755483799	4.39239392083762	0.0793185049716117	55.3766604956771	0	0	up	gene:FGSG_02577	gene:FGSG_02577	NA
gene:FGSG_02588	18491.1484238039	-4.39623355685538	0.111354178528086	-39.4797358749009	0	0	down	gene:FGSG_02588	gene:FGSG_02588	NA
gene:FGSG_02697	2239.56573588725	3.79554565937045	0.096720072647441	39.242584868663	0	0	up	gene:FGSG_02697	gene:FGSG_02697	NA
gene:FGSG_02753	1363.0652417226	5.06485235297063	0.106631786864108	47.4985227381148	0	0	up	gene:FGSG_02753	gene:FGSG_02753	NA
gene:FGSG_02901	7907.67845787317	3.22174748176662	0.0783483185092185	41.1208248379645	0	0	up	gene:FGSG_02901	gene:FGSG_02901	NA
gene:FGSG_03270	2403.7663206054	5.94433697852156	0.107059092226407	55.5238873682073	0	0	up	gene:FGSG_03270	gene:FGSG_03270	NA
