	SRR10408671	SRR10408672	SRR10408673	SRR10408674	SRR10408675	SRR10408676	SRR10408683	SRR10408684	SRR10408685	SRR10408686	SRR10408687	SRR10408688
gene:FGSG_00800	545.553299378245	620.720327848162	617.224731861344	592.830901588419	574.200357377056	588.513549771515	1016.53926742202	912.838686933556	893.944176365295	1163.91167532358	1043.9767680424	1073.40252792871
gene:FGSG_00801	53.9107449439297	65.9948006559756	88.0206747973745	87.7757381421613	74.1817029747479	74.3630151734984	174.474507623602	179.51221040116	159.768746414223	148.584469190244	140.37807716497	144.675992894739
gene:FGSG_00802	51502.9269985536	45803.160667862	42009.6220605015	57463.6967174555	52781.1310753458	52296.9523428749	2443.4622358742	2697.77570099331	2561.37196632326	2139.61635633951	2036.16356586859	2417.48917159597
gene:FGSG_00803	482.266772704936	460.117596181872	401.223075916867	383.73163009793	507.380197445604	422.939648799272	889.574250137238	855.547555954462	858.440010495468	757.780792870243	917.227630408007	891.390794932104
gene:FGSG_00804	1730.41771542853	1718.17232756781	1622.17243614302	1769.30152799645	1767.33660293273	1782.96948099583	1446.58206790273	1425.91259325744	1371.98240968404	1446.22216678504	1241.5963912358	1162.07491067065
gene:FGSG_00805	169.936043844996	247.365126934286	440.103373986872	110.294121225752	192.532664209269	155.116601963469	396.458505586025	310.645243531085	377.865765328877	331.838647858211	333.9090184992	275.351083251278
gene:FGSG_00806	50.9808131534988	54.9187501962314	72.3605547413999	62.959560866367	56.6272541791969	48.2197676515654	38.4990697573206	43.2866322953151	36.7721717937497	29.7168938380487	25.8949851081012	18.6678700509341
gene:FGSG_00807	29.2993179043096	47.9962186588914	47.520364307785	36.7647070752508	48.1331660523173	33.6957412504915	82.7320435210507	52.1985860031741	74.8123495114219	128.773206631545	92.6767888079413	56.0036101528023
gene:FGSG_00808	264.865833854959	305.975893950432	367.202815105611	215.073536390217	226.509016716787	268.984968947889	246.557872275607	295.367608603326	219.365024838576	272.404860182114	216.700138536216	256.683213200344
gene:FGSG_00809	839.718451137514	753.171431262603	761.405837204283	674.172815992412	692.551318611578	643.123889039553	253.930034569562	278.816837431588	275.157285491162	227.82951942504	245.320911550433	238.01534314941
gene:FGSG_00810	284.203383671803	278.285767801072	282.962169287265	214.613977551777	271.244547518353	227.736733968839	268.674359157472	309.372107287105	229.509072229955	158.490100469593	263.038532940186	280.018050764012
gene:FGSG_00811	4.68789086468954	5.53802522987208	7.02005381819551	8.27205909193143	1.69881762537591	10.4572990087732	23.7547451694106	12.7313624397986	20.2880947827585	29.7168938380487	10.9031516244637	28.0018050764012
gene:FGSG_00812	230.87862508596	236.750578577031	243.541867077398	280.330891448787	311.449897985583	227.736733968839	246.557872275607	269.904883723729	273.889279567239	272.404860182114	245.320911550433	326.687725891347
gene:FGSG_00813	1109.27217585716	1397.42836633772	1568.17202215691	575.827224566116	919.060335328365	1137.52174773211	1282.75623914817	1159.82711826565	1228.69774028081	1218.39264736	1272.94295215613	1162.07491067065
gene:FGSG_00814	288.305288178407	260.287185803988	251.641929175316	272.058832356856	306.919717651247	225.99385080071	545.540009752671	465.967865296627	552.850582830168	465.56467012943	417.045549635736	322.020758378613
gene:FGSG_00815	642.827034820553	596.722218518717	571.324379973143	773.89708393403	783.721197840085	666.362331281271	524.242652014579	493.976862664184	513.542399188574	420.989329372357	521.988384021199	438.694946196952
gene:FGSG_00817	2298.82448277213	2353.66072269563	2445.67874943134	1797.79417597976	2382.8748558606	2455.72238389358	521.78526458326	556.360538619197	498.326328101505	495.281563967479	429.311595213258	532.034296451622
gene:FGSG_00818	3127.40919310601	3149.75184948974	3156.32419748867	2949.448625112	2959.90657594662	3253.38191384056	3366.62078090612	3257.95564834445	3282.86733703511	2986.5478307239	3219.1555171229	3168.87094114606
gene:FGSG_00819	736.584852114344	719.94327988337	747.365729567891	790.441202117893	674.430597274235	780.811659321733	330.10904494043	395.945371877735	343.629605382972	480.423117048455	404.779504058214	354.689530967748
gene:FGSG_00820	461.75725017192	483.654203408828	481.683692756184	396.139718735828	455.283123600743	437.463675200346	529.976556020988	623.836759550129	533.830493971332	638.913217518048	577.867036096575	639.374549244493
gene:FGSG_00821	362.725555655353	382.123740861173	334.262562574079	470.58825056321	453.018033433575	390.98679071691	91.7424641025513	143.864395569724	101.440473913792	118.867575352195	83.1365311365356	70.0045126910029
