Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG_status	gene_id	gene_name	gene_biotype
gene:FGSG_00554	9536.71797946453	-3.12091737397327	0.143211400099558	-21.7923808565775	2.74027041063314e-105	2.3969145281808e-101	down	gene:FGSG_00554	gene:FGSG_00554	NA
gene:FGSG_06480	4716.77061079263	2.7473632372084	0.183768962399977	14.9500938642114	1.55529813258666e-50	6.80209638286774e-47	up	gene:FGSG_06480	gene:FGSG_06480	NA
gene:FGSG_11097	874.353586539984	2.30468174063706	0.163100330308874	14.1304541583241	2.46549124243312e-45	7.18855063252083e-42	up	gene:FGSG_11097	gene:FGSG_11097	NA
gene:FGSG_10766	305.850529242875	-3.18774294513502	0.229564039548739	-13.8860727115678	7.69397969977911e-44	1.6824810108492e-40	down	gene:FGSG_10766	gene:FGSG_10766	NA
gene:FGSG_04694	998.196028592741	1.95098197995703	0.164219353076507	11.8803414056082	1.49754469083824e-32	2.61980468215242e-29	up	gene:FGSG_04694	gene:FGSG_04694	NA
gene:FGSG_13756	1093.54022860117	2.03939846187775	0.173581847430958	11.7489155234905	7.15309409330546e-32	1.04280190056905e-28	up	gene:FGSG_13756	gene:FGSG_13756	NA
gene:FGSG_02323	3419.05793809083	-1.3170110294216	0.120551835096863	-10.924852602728	8.76826459622562e-28	1.09565729175979e-24	down	gene:FGSG_02323	gene:FGSG_02323	NA
gene:FGSG_06751	3096.93386231055	-1.48646350857214	0.137907636450655	-10.7786888879356	4.34027898855599e-27	4.7455525391124e-24	down	gene:FGSG_06751	gene:FGSG_06751	NA
gene:FGSG_02322	24302.51026124	-1.6439764169527	0.155308626365581	-10.5852228264703	3.48949496875996e-26	3.39140138797149e-23	down	gene:FGSG_02322	gene:FGSG_02322	NA
gene:FGSG_00523	7198.82354567106	-1.46741511510751	0.138829348867392	-10.5699200282871	4.10844825766692e-26	3.59365969098125e-23	down	gene:FGSG_00523	gene:FGSG_00523	NA
