Geneid	gene_id	gene_name	gene_biotype
gene:FGSG_12116	gene:FGSG_12116	gene:FGSG_12116	NA
gene:FGSG_12117	gene:FGSG_12117	gene:FGSG_12117	NA
gene:FGSG_02296	gene:FGSG_02296	gene:FGSG_02296	NA
gene:FGSG_02297	gene:FGSG_02297	gene:FGSG_02297	NA
gene:FGSG_02298	gene:FGSG_02298	gene:FGSG_02298	NA
gene:FGSG_02299	gene:FGSG_02299	gene:FGSG_02299	NA
gene:FGSG_02300	gene:FGSG_02300	gene:FGSG_02300	NA
gene:FGSG_02301	gene:FGSG_02301	gene:FGSG_02301	NA
gene:FGSG_02302	gene:FGSG_02302	gene:FGSG_02302	NA
gene:FGSG_02303	gene:FGSG_02303	gene:FGSG_02303	NA
gene:FGSG_02304	gene:FGSG_02304	gene:FGSG_02304	NA
gene:FGSG_02305	gene:FGSG_02305	gene:FGSG_02305	NA
gene:FGSG_02306	gene:FGSG_02306	gene:FGSG_02306	NA
gene:FGSG_02307	gene:FGSG_02307	gene:FGSG_02307	NA
gene:FGSG_02308	gene:FGSG_02308	gene:FGSG_02308	NA
gene:FGSG_02309	gene:FGSG_02309	gene:FGSG_02309	NA
gene:FGSG_02310	gene:FGSG_02310	gene:FGSG_02310	NA
gene:FGSG_02311	gene:FGSG_02311	gene:FGSG_02311	NA
gene:FGSG_02312	gene:FGSG_02312	gene:FGSG_02312	NA
gene:FGSG_02313	gene:FGSG_02313	gene:FGSG_02313	NA
gene:FGSG_02314	gene:FGSG_02314	gene:FGSG_02314	NA
gene:FGSG_02315	gene:FGSG_02315	gene:FGSG_02315	NA
gene:FGSG_02316	gene:FGSG_02316	gene:FGSG_02316	NA
gene:FGSG_02317	gene:FGSG_02317	gene:FGSG_02317	NA
gene:FGSG_02318	gene:FGSG_02318	gene:FGSG_02318	NA
gene:FGSG_02319	gene:FGSG_02319	gene:FGSG_02319	NA
gene:FGSG_02320	gene:FGSG_02320	gene:FGSG_02320	NA
gene:FGSG_02321	gene:FGSG_02321	gene:FGSG_02321	NA
gene:FGSG_02322	gene:FGSG_02322	gene:FGSG_02322	NA
gene:FGSG_02323	gene:FGSG_02323	gene:FGSG_02323	NA
gene:FGSG_02324	gene:FGSG_02324	gene:FGSG_02324	NA
gene:FGSG_02325	gene:FGSG_02325	gene:FGSG_02325	NA
gene:FGSG_02326	gene:FGSG_02326	gene:FGSG_02326	NA
gene:FGSG_02327	gene:FGSG_02327	gene:FGSG_02327	NA
gene:FGSG_02328	gene:FGSG_02328	gene:FGSG_02328	NA
gene:FGSG_02329	gene:FGSG_02329	gene:FGSG_02329	NA
gene:FGSG_02330	gene:FGSG_02330	gene:FGSG_02330	NA
gene:FGSG_02331	gene:FGSG_02331	gene:FGSG_02331	NA
gene:FGSG_02332	gene:FGSG_02332	gene:FGSG_02332	NA
gene:FGSG_02333	gene:FGSG_02333	gene:FGSG_02333	NA
gene:FGSG_02334	gene:FGSG_02334	gene:FGSG_02334	NA
gene:FGSG_02335	gene:FGSG_02335	gene:FGSG_02335	NA
gene:FGSG_02336	gene:FGSG_02336	gene:FGSG_02336	NA
gene:FGSG_02337	gene:FGSG_02337	gene:FGSG_02337	NA
gene:FGSG_02338	gene:FGSG_02338	gene:FGSG_02338	NA
gene:FGSG_02339	gene:FGSG_02339	gene:FGSG_02339	NA
gene:FGSG_02340	gene:FGSG_02340	gene:FGSG_02340	NA
gene:FGSG_02341	gene:FGSG_02341	gene:FGSG_02341	NA
gene:FGSG_02342	gene:FGSG_02342	gene:FGSG_02342	NA
gene:FGSG_02343	gene:FGSG_02343	gene:FGSG_02343	NA
gene:FGSG_02344	gene:FGSG_02344	gene:FGSG_02344	NA
gene:FGSG_02346	gene:FGSG_02346	gene:FGSG_02346	NA
gene:FGSG_02347	gene:FGSG_02347	gene:FGSG_02347	NA
gene:FGSG_02348	gene:FGSG_02348	gene:FGSG_02348	NA
gene:FGSG_12118	gene:FGSG_12118	gene:FGSG_12118	NA
gene:FGSG_02349	gene:FGSG_02349	gene:FGSG_02349	NA
gene:FGSG_02350	gene:FGSG_02350	gene:FGSG_02350	NA
gene:FGSG_02351	gene:FGSG_02351	gene:FGSG_02351	NA
gene:FGSG_02352	gene:FGSG_02352	gene:FGSG_02352	NA
gene:FGSG_02353	gene:FGSG_02353	gene:FGSG_02353	NA
gene:FGSG_02354	gene:FGSG_02354	gene:FGSG_02354	NA
gene:FGSG_02355	gene:FGSG_02355	gene:FGSG_02355	NA
gene:FGSG_12119	gene:FGSG_12119	gene:FGSG_12119	NA
gene:FGSG_12120	gene:FGSG_12120	gene:FGSG_12120	NA
gene:FGSG_02357	gene:FGSG_02357	gene:FGSG_02357	NA
gene:FGSG_02358	gene:FGSG_02358	gene:FGSG_02358	NA
gene:FGSG_02359	gene:FGSG_02359	gene:FGSG_02359	NA
gene:FGSG_02360	gene:FGSG_02360	gene:FGSG_02360	NA
gene:FGSG_02361	gene:FGSG_02361	gene:FGSG_02361	NA
gene:FGSG_02362	gene:FGSG_02362	gene:FGSG_02362	NA
gene:FGSG_02363	gene:FGSG_02363	gene:FGSG_02363	NA
gene:FGSG_02364	gene:FGSG_02364	gene:FGSG_02364	NA
gene:FGSG_02365	gene:FGSG_02365	gene:FGSG_02365	NA
gene:FGSG_12121	gene:FGSG_12121	gene:FGSG_12121	NA
gene:FGSG_02366	gene:FGSG_02366	gene:FGSG_02366	NA
gene:FGSG_02367	gene:FGSG_02367	gene:FGSG_02367	NA
gene:FGSG_02368	gene:FGSG_02368	gene:FGSG_02368	NA
gene:FGSG_02369	gene:FGSG_02369	gene:FGSG_02369	NA
gene:FGSG_02370	gene:FGSG_02370	gene:FGSG_02370	NA
gene:FGSG_02371	gene:FGSG_02371	gene:FGSG_02371	NA
gene:FGSG_20549	gene:FGSG_20549	gene:FGSG_20549	NA
gene:FGSG_02372	gene:FGSG_02372	gene:FGSG_02372	NA
gene:FGSG_02373	gene:FGSG_02373	gene:FGSG_02373	NA
gene:FGSG_02374	gene:FGSG_02374	gene:FGSG_02374	NA
gene:FGSG_20003	gene:FGSG_20003	gene:FGSG_20003	NA
gene:FGSG_02375	gene:FGSG_02375	gene:FGSG_02375	NA
gene:FGSG_02376	gene:FGSG_02376	gene:FGSG_02376	NA
gene:FGSG_02377	gene:FGSG_02377	gene:FGSG_02377	NA
gene:FGSG_02378	gene:FGSG_02378	gene:FGSG_02378	NA
gene:FGSG_02379	gene:FGSG_02379	gene:FGSG_02379	NA
gene:FGSG_02380	gene:FGSG_02380	gene:FGSG_02380	NA
gene:FGSG_02381	gene:FGSG_02381	gene:FGSG_02381	NA
gene:FGSG_02382	gene:FGSG_02382	gene:FGSG_02382	NA
gene:FGSG_02383	gene:FGSG_02383	gene:FGSG_02383	NA
gene:FGSG_02384	gene:FGSG_02384	gene:FGSG_02384	NA
gene:FGSG_02385	gene:FGSG_02385	gene:FGSG_02385	NA
gene:FGSG_02386	gene:FGSG_02386	gene:FGSG_02386	NA
gene:FGSG_02387	gene:FGSG_02387	gene:FGSG_02387	NA
gene:FGSG_12122	gene:FGSG_12122	gene:FGSG_12122	NA
gene:FGSG_12123	gene:FGSG_12123	gene:FGSG_12123	NA
gene:FGSG_02389	gene:FGSG_02389	gene:FGSG_02389	NA
gene:FGSG_02390	gene:FGSG_02390	gene:FGSG_02390	NA
gene:FGSG_02391	gene:FGSG_02391	gene:FGSG_02391	NA
gene:FGSG_02392	gene:FGSG_02392	gene:FGSG_02392	NA
gene:FGSG_02393	gene:FGSG_02393	gene:FGSG_02393	NA
gene:FGSG_02394	gene:FGSG_02394	gene:FGSG_02394	NA
gene:FGSG_12124	gene:FGSG_12124	gene:FGSG_12124	NA
gene:FGSG_12125	gene:FGSG_12125	gene:FGSG_12125	NA
gene:FGSG_02395	gene:FGSG_02395	gene:FGSG_02395	NA
gene:FGSG_12126	gene:FGSG_12126	gene:FGSG_12126	NA
gene:FGSG_12127	gene:FGSG_12127	gene:FGSG_12127	NA
gene:FGSG_02397	gene:FGSG_02397	gene:FGSG_02397	NA
gene:FGSG_02398	gene:FGSG_02398	gene:FGSG_02398	NA
gene:FGSG_02399	gene:FGSG_02399	gene:FGSG_02399	NA
gene:FGSG_02400	gene:FGSG_02400	gene:FGSG_02400	NA
gene:FGSG_12128	gene:FGSG_12128	gene:FGSG_12128	NA
gene:FGSG_20550	gene:FGSG_20550	gene:FGSG_20550	NA
gene:FGSG_02401	gene:FGSG_02401	gene:FGSG_02401	NA
gene:FGSG_12129	gene:FGSG_12129	gene:FGSG_12129	NA
gene:FGSG_02402	gene:FGSG_02402	gene:FGSG_02402	NA
gene:FGSG_02403	gene:FGSG_02403	gene:FGSG_02403	NA
gene:FGSG_12130	gene:FGSG_12130	gene:FGSG_12130	NA
gene:FGSG_02404	gene:FGSG_02404	gene:FGSG_02404	NA
gene:FGSG_02406	gene:FGSG_02406	gene:FGSG_02406	NA
gene:FGSG_02407	gene:FGSG_02407	gene:FGSG_02407	NA
gene:FGSG_02408	gene:FGSG_02408	gene:FGSG_02408	NA
gene:FGSG_02409	gene:FGSG_02409	gene:FGSG_02409	NA
gene:FGSG_02410	gene:FGSG_02410	gene:FGSG_02410	NA
gene:FGSG_02411	gene:FGSG_02411	gene:FGSG_02411	NA
gene:FGSG_02412	gene:FGSG_02412	gene:FGSG_02412	NA
gene:FGSG_12131	gene:FGSG_12131	gene:FGSG_12131	NA
gene:FGSG_12132	gene:FGSG_12132	gene:FGSG_12132	NA
gene:FGSG_02414	gene:FGSG_02414	gene:FGSG_02414	NA
gene:FGSG_12133	gene:FGSG_12133	gene:FGSG_12133	NA
gene:FGSG_02415	gene:FGSG_02415	gene:FGSG_02415	NA
gene:FGSG_02416	gene:FGSG_02416	gene:FGSG_02416	NA
gene:FGSG_02417	gene:FGSG_02417	gene:FGSG_02417	NA
gene:FGSG_02418	gene:FGSG_02418	gene:FGSG_02418	NA
gene:FGSG_12134	gene:FGSG_12134	gene:FGSG_12134	NA
gene:FGSG_02419	gene:FGSG_02419	gene:FGSG_02419	NA
gene:FGSG_02420	gene:FGSG_02420	gene:FGSG_02420	NA
gene:FGSG_02421	gene:FGSG_02421	gene:FGSG_02421	NA
gene:FGSG_02422	gene:FGSG_02422	gene:FGSG_02422	NA
gene:FGSG_02423	gene:FGSG_02423	gene:FGSG_02423	NA
gene:FGSG_12135	gene:FGSG_12135	gene:FGSG_12135	NA
gene:FGSG_02424	gene:FGSG_02424	gene:FGSG_02424	NA
gene:FGSG_02425	gene:FGSG_02425	gene:FGSG_02425	NA
gene:FGSG_02426	gene:FGSG_02426	gene:FGSG_02426	NA
gene:FGSG_02427	gene:FGSG_02427	gene:FGSG_02427	NA
gene:FGSG_02428	gene:FGSG_02428	gene:FGSG_02428	NA
gene:FGSG_02429	gene:FGSG_02429	gene:FGSG_02429	NA
gene:FGSG_02430	gene:FGSG_02430	gene:FGSG_02430	NA
gene:FGSG_02431	gene:FGSG_02431	gene:FGSG_02431	NA
gene:FGSG_02432	gene:FGSG_02432	gene:FGSG_02432	NA
gene:FGSG_02433	gene:FGSG_02433	gene:FGSG_02433	NA
gene:FGSG_02434	gene:FGSG_02434	gene:FGSG_02434	NA
gene:FGSG_02435	gene:FGSG_02435	gene:FGSG_02435	NA
gene:FGSG_20551	gene:FGSG_20551	gene:FGSG_20551	NA
gene:FGSG_02436	gene:FGSG_02436	gene:FGSG_02436	NA
gene:FGSG_02437	gene:FGSG_02437	gene:FGSG_02437	NA
gene:FGSG_02438	gene:FGSG_02438	gene:FGSG_02438	NA
gene:FGSG_02439	gene:FGSG_02439	gene:FGSG_02439	NA
gene:FGSG_20552	gene:FGSG_20552	gene:FGSG_20552	NA
gene:FGSG_02440	gene:FGSG_02440	gene:FGSG_02440	NA
gene:FGSG_02441	gene:FGSG_02441	gene:FGSG_02441	NA
gene:FGSG_02442	gene:FGSG_02442	gene:FGSG_02442	NA
gene:FGSG_02443	gene:FGSG_02443	gene:FGSG_02443	NA
gene:FGSG_02444	gene:FGSG_02444	gene:FGSG_02444	NA
gene:FGSG_02445	gene:FGSG_02445	gene:FGSG_02445	NA
gene:FGSG_02446	gene:FGSG_02446	gene:FGSG_02446	NA
gene:FGSG_02447	gene:FGSG_02447	gene:FGSG_02447	NA
gene:FGSG_02448	gene:FGSG_02448	gene:FGSG_02448	NA
gene:FGSG_02449	gene:FGSG_02449	gene:FGSG_02449	NA
gene:FGSG_02450	gene:FGSG_02450	gene:FGSG_02450	NA
gene:FGSG_02451	gene:FGSG_02451	gene:FGSG_02451	NA
gene:FGSG_02452	gene:FGSG_02452	gene:FGSG_02452	NA
gene:FGSG_12136	gene:FGSG_12136	gene:FGSG_12136	NA
gene:FGSG_12137	gene:FGSG_12137	gene:FGSG_12137	NA
gene:FGSG_02454	gene:FGSG_02454	gene:FGSG_02454	NA
gene:FGSG_02455	gene:FGSG_02455	gene:FGSG_02455	NA
gene:FGSG_12138	gene:FGSG_12138	gene:FGSG_12138	NA
gene:FGSG_12139	gene:FGSG_12139	gene:FGSG_12139	NA
gene:FGSG_12140	gene:FGSG_12140	gene:FGSG_12140	NA
gene:FGSG_12141	gene:FGSG_12141	gene:FGSG_12141	NA
gene:FGSG_02458	gene:FGSG_02458	gene:FGSG_02458	NA
gene:FGSG_02459	gene:FGSG_02459	gene:FGSG_02459	NA
gene:FGSG_02460	gene:FGSG_02460	gene:FGSG_02460	NA
gene:FGSG_02461	gene:FGSG_02461	gene:FGSG_02461	NA
gene:FGSG_02462	gene:FGSG_02462	gene:FGSG_02462	NA
gene:FGSG_02463	gene:FGSG_02463	gene:FGSG_02463	NA
gene:FGSG_02464	gene:FGSG_02464	gene:FGSG_02464	NA
gene:FGSG_02465	gene:FGSG_02465	gene:FGSG_02465	NA
gene:FGSG_12142	gene:FGSG_12142	gene:FGSG_12142	NA
gene:FGSG_12143	gene:FGSG_12143	gene:FGSG_12143	NA
gene:FGSG_12144	gene:FGSG_12144	gene:FGSG_12144	NA
gene:FGSG_02467	gene:FGSG_02467	gene:FGSG_02467	NA
gene:FGSG_02468	gene:FGSG_02468	gene:FGSG_02468	NA
gene:FGSG_02469	gene:FGSG_02469	gene:FGSG_02469	NA
gene:FGSG_02470	gene:FGSG_02470	gene:FGSG_02470	NA
gene:FGSG_02471	gene:FGSG_02471	gene:FGSG_02471	NA
gene:FGSG_12145	gene:FGSG_12145	gene:FGSG_12145	NA
gene:FGSG_12146	gene:FGSG_12146	gene:FGSG_12146	NA
gene:FGSG_02472	gene:FGSG_02472	gene:FGSG_02472	NA
gene:FGSG_02473	gene:FGSG_02473	gene:FGSG_02473	NA
gene:FGSG_02474	gene:FGSG_02474	gene:FGSG_02474	NA
gene:FGSG_02475	gene:FGSG_02475	gene:FGSG_02475	NA
gene:FGSG_02476	gene:FGSG_02476	gene:FGSG_02476	NA
gene:FGSG_02477	gene:FGSG_02477	gene:FGSG_02477	NA
gene:FGSG_02478	gene:FGSG_02478	gene:FGSG_02478	NA
gene:FGSG_02479	gene:FGSG_02479	gene:FGSG_02479	NA
gene:FGSG_02480	gene:FGSG_02480	gene:FGSG_02480	NA
gene:FGSG_02481	gene:FGSG_02481	gene:FGSG_02481	NA
gene:FGSG_02482	gene:FGSG_02482	gene:FGSG_02482	NA
gene:FGSG_02483	gene:FGSG_02483	gene:FGSG_02483	NA
gene:FGSG_02484	gene:FGSG_02484	gene:FGSG_02484	NA
gene:FGSG_02485	gene:FGSG_02485	gene:FGSG_02485	NA
gene:FGSG_02486	gene:FGSG_02486	gene:FGSG_02486	NA
gene:FGSG_02487	gene:FGSG_02487	gene:FGSG_02487	NA
gene:FGSG_02488	gene:FGSG_02488	gene:FGSG_02488	NA
gene:FGSG_02489	gene:FGSG_02489	gene:FGSG_02489	NA
gene:FGSG_12147	gene:FGSG_12147	gene:FGSG_12147	NA
gene:FGSG_12148	gene:FGSG_12148	gene:FGSG_12148	NA
gene:FGSG_02490	gene:FGSG_02490	gene:FGSG_02490	NA
gene:FGSG_12149	gene:FGSG_12149	gene:FGSG_12149	NA
gene:FGSG_02491	gene:FGSG_02491	gene:FGSG_02491	NA
gene:FGSG_02492	gene:FGSG_02492	gene:FGSG_02492	NA
gene:FGSG_02493	gene:FGSG_02493	gene:FGSG_02493	NA
gene:FGSG_02494	gene:FGSG_02494	gene:FGSG_02494	NA
gene:FGSG_02495	gene:FGSG_02495	gene:FGSG_02495	NA
gene:FGSG_02496	gene:FGSG_02496	gene:FGSG_02496	NA
gene:FGSG_02497	gene:FGSG_02497	gene:FGSG_02497	NA
gene:FGSG_02498	gene:FGSG_02498	gene:FGSG_02498	NA
gene:FGSG_02499	gene:FGSG_02499	gene:FGSG_02499	NA
gene:FGSG_02500	gene:FGSG_02500	gene:FGSG_02500	NA
gene:FGSG_02501	gene:FGSG_02501	gene:FGSG_02501	NA
gene:FGSG_12150	gene:FGSG_12150	gene:FGSG_12150	NA
gene:FGSG_02502	gene:FGSG_02502	gene:FGSG_02502	NA
gene:FGSG_12151	gene:FGSG_12151	gene:FGSG_12151	NA
gene:FGSG_02503	gene:FGSG_02503	gene:FGSG_02503	NA
gene:FGSG_02504	gene:FGSG_02504	gene:FGSG_02504	NA
gene:FGSG_02505	gene:FGSG_02505	gene:FGSG_02505	NA
gene:FGSG_02506	gene:FGSG_02506	gene:FGSG_02506	NA
gene:FGSG_02507	gene:FGSG_02507	gene:FGSG_02507	NA
gene:FGSG_02508	gene:FGSG_02508	gene:FGSG_02508	NA
gene:FGSG_02509	gene:FGSG_02509	gene:FGSG_02509	NA
gene:FGSG_02510	gene:FGSG_02510	gene:FGSG_02510	NA
gene:FGSG_02511	gene:FGSG_02511	gene:FGSG_02511	NA
gene:FGSG_02512	gene:FGSG_02512	gene:FGSG_02512	NA
gene:FGSG_02513	gene:FGSG_02513	gene:FGSG_02513	NA
gene:FGSG_02514	gene:FGSG_02514	gene:FGSG_02514	NA
gene:FGSG_12152	gene:FGSG_12152	gene:FGSG_12152	NA
gene:FGSG_02515	gene:FGSG_02515	gene:FGSG_02515	NA
gene:FGSG_02516	gene:FGSG_02516	gene:FGSG_02516	NA
gene:FGSG_02517	gene:FGSG_02517	gene:FGSG_02517	NA
gene:FGSG_02518	gene:FGSG_02518	gene:FGSG_02518	NA
gene:FGSG_02519	gene:FGSG_02519	gene:FGSG_02519	NA
gene:FGSG_02520	gene:FGSG_02520	gene:FGSG_02520	NA
gene:FGSG_02521	gene:FGSG_02521	gene:FGSG_02521	NA
gene:FGSG_02522	gene:FGSG_02522	gene:FGSG_02522	NA
gene:FGSG_02523	gene:FGSG_02523	gene:FGSG_02523	NA
gene:FGSG_02524	gene:FGSG_02524	gene:FGSG_02524	NA
gene:FGSG_02525	gene:FGSG_02525	gene:FGSG_02525	NA
gene:FGSG_12153	gene:FGSG_12153	gene:FGSG_12153	NA
gene:FGSG_12154	gene:FGSG_12154	gene:FGSG_12154	NA
gene:FGSG_02527	gene:FGSG_02527	gene:FGSG_02527	NA
gene:FGSG_02528	gene:FGSG_02528	gene:FGSG_02528	NA
gene:FGSG_02529	gene:FGSG_02529	gene:FGSG_02529	NA
gene:FGSG_02530	gene:FGSG_02530	gene:FGSG_02530	NA
gene:FGSG_02531	gene:FGSG_02531	gene:FGSG_02531	NA
gene:FGSG_12155	gene:FGSG_12155	gene:FGSG_12155	NA
gene:FGSG_02532	gene:FGSG_02532	gene:FGSG_02532	NA
gene:FGSG_02533	gene:FGSG_02533	gene:FGSG_02533	NA
gene:FGSG_02534	gene:FGSG_02534	gene:FGSG_02534	NA
gene:FGSG_02536	gene:FGSG_02536	gene:FGSG_02536	NA
gene:FGSG_12156	gene:FGSG_12156	gene:FGSG_12156	NA
gene:FGSG_12157	gene:FGSG_12157	gene:FGSG_12157	NA
gene:FGSG_02537	gene:FGSG_02537	gene:FGSG_02537	NA
gene:FGSG_02538	gene:FGSG_02538	gene:FGSG_02538	NA
gene:FGSG_02539	gene:FGSG_02539	gene:FGSG_02539	NA
gene:FGSG_02540	gene:FGSG_02540	gene:FGSG_02540	NA
gene:FGSG_02541	gene:FGSG_02541	gene:FGSG_02541	NA
gene:FGSG_02542	gene:FGSG_02542	gene:FGSG_02542	NA
gene:FGSG_02543	gene:FGSG_02543	gene:FGSG_02543	NA
gene:FGSG_02544	gene:FGSG_02544	gene:FGSG_02544	NA
gene:FGSG_02545	gene:FGSG_02545	gene:FGSG_02545	NA
gene:FGSG_02546	gene:FGSG_02546	gene:FGSG_02546	NA
gene:FGSG_02547	gene:FGSG_02547	gene:FGSG_02547	NA
gene:FGSG_02548	gene:FGSG_02548	gene:FGSG_02548	NA
gene:FGSG_02549	gene:FGSG_02549	gene:FGSG_02549	NA
gene:FGSG_02550	gene:FGSG_02550	gene:FGSG_02550	NA
gene:FGSG_02551	gene:FGSG_02551	gene:FGSG_02551	NA
gene:FGSG_02552	gene:FGSG_02552	gene:FGSG_02552	NA
gene:FGSG_02553	gene:FGSG_02553	gene:FGSG_02553	NA
gene:FGSG_12158	gene:FGSG_12158	gene:FGSG_12158	NA
gene:FGSG_02554	gene:FGSG_02554	gene:FGSG_02554	NA
gene:FGSG_02555	gene:FGSG_02555	gene:FGSG_02555	NA
gene:FGSG_02556	gene:FGSG_02556	gene:FGSG_02556	NA
gene:FGSG_02557	gene:FGSG_02557	gene:FGSG_02557	NA
gene:FGSG_02558	gene:FGSG_02558	gene:FGSG_02558	NA
gene:FGSG_02559	gene:FGSG_02559	gene:FGSG_02559	NA
gene:FGSG_02560	gene:FGSG_02560	gene:FGSG_02560	NA
gene:FGSG_02561	gene:FGSG_02561	gene:FGSG_02561	NA
gene:FGSG_02562	gene:FGSG_02562	gene:FGSG_02562	NA
gene:FGSG_02563	gene:FGSG_02563	gene:FGSG_02563	NA
gene:FGSG_02564	gene:FGSG_02564	gene:FGSG_02564	NA
gene:FGSG_02565	gene:FGSG_02565	gene:FGSG_02565	NA
gene:FGSG_02566	gene:FGSG_02566	gene:FGSG_02566	NA
gene:FGSG_02567	gene:FGSG_02567	gene:FGSG_02567	NA
gene:FGSG_02568	gene:FGSG_02568	gene:FGSG_02568	NA
gene:FGSG_02569	gene:FGSG_02569	gene:FGSG_02569	NA
gene:FGSG_02570	gene:FGSG_02570	gene:FGSG_02570	NA
gene:FGSG_02571	gene:FGSG_02571	gene:FGSG_02571	NA
gene:FGSG_02572	gene:FGSG_02572	gene:FGSG_02572	NA
gene:FGSG_02573	gene:FGSG_02573	gene:FGSG_02573	NA
gene:FGSG_02574	gene:FGSG_02574	gene:FGSG_02574	NA
gene:FGSG_02575	gene:FGSG_02575	gene:FGSG_02575	NA
gene:FGSG_02576	gene:FGSG_02576	gene:FGSG_02576	NA
gene:FGSG_02577	gene:FGSG_02577	gene:FGSG_02577	NA
gene:FGSG_02578	gene:FGSG_02578	gene:FGSG_02578	NA
gene:FGSG_02579	gene:FGSG_02579	gene:FGSG_02579	NA
gene:FGSG_02580	gene:FGSG_02580	gene:FGSG_02580	NA
gene:FGSG_02581	gene:FGSG_02581	gene:FGSG_02581	NA
gene:FGSG_12159	gene:FGSG_12159	gene:FGSG_12159	NA
gene:FGSG_02582	gene:FGSG_02582	gene:FGSG_02582	NA
gene:FGSG_12160	gene:FGSG_12160	gene:FGSG_12160	NA
gene:FGSG_02583	gene:FGSG_02583	gene:FGSG_02583	NA
gene:FGSG_12161	gene:FGSG_12161	gene:FGSG_12161	NA
gene:FGSG_02584	gene:FGSG_02584	gene:FGSG_02584	NA
gene:FGSG_02585	gene:FGSG_02585	gene:FGSG_02585	NA
gene:FGSG_02586	gene:FGSG_02586	gene:FGSG_02586	NA
gene:FGSG_02587	gene:FGSG_02587	gene:FGSG_02587	NA
gene:FGSG_12162	gene:FGSG_12162	gene:FGSG_12162	NA
gene:FGSG_02588	gene:FGSG_02588	gene:FGSG_02588	NA
gene:FGSG_02589	gene:FGSG_02589	gene:FGSG_02589	NA
gene:FGSG_02590	gene:FGSG_02590	gene:FGSG_02590	NA
gene:FGSG_02591	gene:FGSG_02591	gene:FGSG_02591	NA
gene:FGSG_12163	gene:FGSG_12163	gene:FGSG_12163	NA
gene:FGSG_12164	gene:FGSG_12164	gene:FGSG_12164	NA
gene:FGSG_20553	gene:FGSG_20553	gene:FGSG_20553	NA
gene:FGSG_02593	gene:FGSG_02593	gene:FGSG_02593	NA
gene:FGSG_02594	gene:FGSG_02594	gene:FGSG_02594	NA
gene:FGSG_20004	gene:FGSG_20004	gene:FGSG_20004	NA
gene:FGSG_02595	gene:FGSG_02595	gene:FGSG_02595	NA
gene:FGSG_02596	gene:FGSG_02596	gene:FGSG_02596	NA
gene:FGSG_02597	gene:FGSG_02597	gene:FGSG_02597	NA
gene:FGSG_12165	gene:FGSG_12165	gene:FGSG_12165	NA
gene:FGSG_12166	gene:FGSG_12166	gene:FGSG_12166	NA
gene:FGSG_02598	gene:FGSG_02598	gene:FGSG_02598	NA
gene:FGSG_02599	gene:FGSG_02599	gene:FGSG_02599	NA
gene:FGSG_02600	gene:FGSG_02600	gene:FGSG_02600	NA
gene:FGSG_02601	gene:FGSG_02601	gene:FGSG_02601	NA
gene:FGSG_02602	gene:FGSG_02602	gene:FGSG_02602	NA
gene:FGSG_02603	gene:FGSG_02603	gene:FGSG_02603	NA
gene:FGSG_02604	gene:FGSG_02604	gene:FGSG_02604	NA
gene:FGSG_02605	gene:FGSG_02605	gene:FGSG_02605	NA
gene:FGSG_02606	gene:FGSG_02606	gene:FGSG_02606	NA
gene:FGSG_02607	gene:FGSG_02607	gene:FGSG_02607	NA
gene:FGSG_02608	gene:FGSG_02608	gene:FGSG_02608	NA
gene:FGSG_02609	gene:FGSG_02609	gene:FGSG_02609	NA
gene:FGSG_02610	gene:FGSG_02610	gene:FGSG_02610	NA
gene:FGSG_02611	gene:FGSG_02611	gene:FGSG_02611	NA
gene:FGSG_12167	gene:FGSG_12167	gene:FGSG_12167	NA
gene:FGSG_12168	gene:FGSG_12168	gene:FGSG_12168	NA
gene:FGSG_02613	gene:FGSG_02613	gene:FGSG_02613	NA
gene:FGSG_02614	gene:FGSG_02614	gene:FGSG_02614	NA
gene:FGSG_02615	gene:FGSG_02615	gene:FGSG_02615	NA
gene:FGSG_02616	gene:FGSG_02616	gene:FGSG_02616	NA
gene:FGSG_02617	gene:FGSG_02617	gene:FGSG_02617	NA
gene:FGSG_02618	gene:FGSG_02618	gene:FGSG_02618	NA
gene:FGSG_02619	gene:FGSG_02619	gene:FGSG_02619	NA
gene:FGSG_02620	gene:FGSG_02620	gene:FGSG_02620	NA
gene:FGSG_02621	gene:FGSG_02621	gene:FGSG_02621	NA
gene:FGSG_02622	gene:FGSG_02622	gene:FGSG_02622	NA
gene:FGSG_02623	gene:FGSG_02623	gene:FGSG_02623	NA
gene:FGSG_02624	gene:FGSG_02624	gene:FGSG_02624	NA
gene:FGSG_02625	gene:FGSG_02625	gene:FGSG_02625	NA
gene:FGSG_02626	gene:FGSG_02626	gene:FGSG_02626	NA
gene:FGSG_02627	gene:FGSG_02627	gene:FGSG_02627	NA
gene:FGSG_02628	gene:FGSG_02628	gene:FGSG_02628	NA
gene:FGSG_02629	gene:FGSG_02629	gene:FGSG_02629	NA
gene:FGSG_02630	gene:FGSG_02630	gene:FGSG_02630	NA
gene:FGSG_12169	gene:FGSG_12169	gene:FGSG_12169	NA
gene:FGSG_12170	gene:FGSG_12170	gene:FGSG_12170	NA
gene:FGSG_12171	gene:FGSG_12171	gene:FGSG_12171	NA
gene:FGSG_02632	gene:FGSG_02632	gene:FGSG_02632	NA
gene:FGSG_12172	gene:FGSG_12172	gene:FGSG_12172	NA
gene:FGSG_12173	gene:FGSG_12173	gene:FGSG_12173	NA
gene:FGSG_02634	gene:FGSG_02634	gene:FGSG_02634	NA
