Geneid	gene_id	gene_name	gene_biotype
gene:FGSG_05132	gene:FGSG_05132	gene:FGSG_05132	NA
gene:FGSG_05133	gene:FGSG_05133	gene:FGSG_05133	NA
gene:FGSG_12689	gene:FGSG_12689	gene:FGSG_12689	NA
gene:FGSG_05134	gene:FGSG_05134	gene:FGSG_05134	NA
gene:FGSG_05135	gene:FGSG_05135	gene:FGSG_05135	NA
gene:FGSG_05136	gene:FGSG_05136	gene:FGSG_05136	NA
gene:FGSG_05137	gene:FGSG_05137	gene:FGSG_05137	NA
gene:FGSG_05138	gene:FGSG_05138	gene:FGSG_05138	NA
gene:FGSG_05139	gene:FGSG_05139	gene:FGSG_05139	NA
gene:FGSG_12690	gene:FGSG_12690	gene:FGSG_12690	NA
gene:FGSG_05140	gene:FGSG_05140	gene:FGSG_05140	NA
gene:FGSG_05141	gene:FGSG_05141	gene:FGSG_05141	NA
gene:FGSG_05142	gene:FGSG_05142	gene:FGSG_05142	NA
gene:FGSG_05143	gene:FGSG_05143	gene:FGSG_05143	NA
gene:FGSG_05144	gene:FGSG_05144	gene:FGSG_05144	NA
gene:FGSG_12691	gene:FGSG_12691	gene:FGSG_12691	NA
gene:FGSG_05145	gene:FGSG_05145	gene:FGSG_05145	NA
gene:FGSG_05146	gene:FGSG_05146	gene:FGSG_05146	NA
gene:FGSG_05147	gene:FGSG_05147	gene:FGSG_05147	NA
gene:FGSG_12692	gene:FGSG_12692	gene:FGSG_12692	NA
gene:FGSG_12693	gene:FGSG_12693	gene:FGSG_12693	NA
gene:FGSG_12694	gene:FGSG_12694	gene:FGSG_12694	NA
gene:FGSG_05149	gene:FGSG_05149	gene:FGSG_05149	NA
gene:FGSG_05150	gene:FGSG_05150	gene:FGSG_05150	NA
gene:FGSG_05151	gene:FGSG_05151	gene:FGSG_05151	NA
gene:FGSG_05152	gene:FGSG_05152	gene:FGSG_05152	NA
gene:FGSG_05153	gene:FGSG_05153	gene:FGSG_05153	NA
gene:FGSG_05154	gene:FGSG_05154	gene:FGSG_05154	NA
gene:FGSG_05155	gene:FGSG_05155	gene:FGSG_05155	NA
gene:FGSG_05156	gene:FGSG_05156	gene:FGSG_05156	NA
gene:FGSG_05157	gene:FGSG_05157	gene:FGSG_05157	NA
gene:FGSG_05158	gene:FGSG_05158	gene:FGSG_05158	NA
gene:FGSG_05159	gene:FGSG_05159	gene:FGSG_05159	NA
gene:FGSG_12695	gene:FGSG_12695	gene:FGSG_12695	NA
gene:FGSG_05160	gene:FGSG_05160	gene:FGSG_05160	NA
gene:FGSG_05161	gene:FGSG_05161	gene:FGSG_05161	NA
gene:FGSG_05162	gene:FGSG_05162	gene:FGSG_05162	NA
gene:FGSG_05163	gene:FGSG_05163	gene:FGSG_05163	NA
gene:FGSG_05164	gene:FGSG_05164	gene:FGSG_05164	NA
gene:FGSG_05165	gene:FGSG_05165	gene:FGSG_05165	NA
gene:FGSG_05166	gene:FGSG_05166	gene:FGSG_05166	NA
gene:FGSG_05167	gene:FGSG_05167	gene:FGSG_05167	NA
gene:FGSG_05168	gene:FGSG_05168	gene:FGSG_05168	NA
gene:FGSG_05169	gene:FGSG_05169	gene:FGSG_05169	NA
gene:FGSG_05170	gene:FGSG_05170	gene:FGSG_05170	NA
gene:FGSG_05171	gene:FGSG_05171	gene:FGSG_05171	NA
gene:FGSG_05172	gene:FGSG_05172	gene:FGSG_05172	NA
gene:FGSG_05173	gene:FGSG_05173	gene:FGSG_05173	NA
gene:FGSG_05174	gene:FGSG_05174	gene:FGSG_05174	NA
gene:FGSG_05175	gene:FGSG_05175	gene:FGSG_05175	NA
gene:FGSG_05176	gene:FGSG_05176	gene:FGSG_05176	NA
gene:FGSG_12696	gene:FGSG_12696	gene:FGSG_12696	NA
gene:FGSG_05177	gene:FGSG_05177	gene:FGSG_05177	NA
gene:FGSG_05178	gene:FGSG_05178	gene:FGSG_05178	NA
gene:FGSG_05179	gene:FGSG_05179	gene:FGSG_05179	NA
gene:FGSG_12697	gene:FGSG_12697	gene:FGSG_12697	NA
gene:FGSG_05180	gene:FGSG_05180	gene:FGSG_05180	NA
gene:FGSG_05181	gene:FGSG_05181	gene:FGSG_05181	NA
gene:FGSG_05182	gene:FGSG_05182	gene:FGSG_05182	NA
gene:FGSG_05183	gene:FGSG_05183	gene:FGSG_05183	NA
gene:FGSG_05184	gene:FGSG_05184	gene:FGSG_05184	NA
gene:FGSG_12698	gene:FGSG_12698	gene:FGSG_12698	NA
gene:FGSG_05185	gene:FGSG_05185	gene:FGSG_05185	NA
gene:FGSG_05186	gene:FGSG_05186	gene:FGSG_05186	NA
gene:FGSG_12699	gene:FGSG_12699	gene:FGSG_12699	NA
gene:FGSG_05187	gene:FGSG_05187	gene:FGSG_05187	NA
gene:FGSG_05188	gene:FGSG_05188	gene:FGSG_05188	NA
gene:FGSG_05189	gene:FGSG_05189	gene:FGSG_05189	NA
gene:FGSG_05190	gene:FGSG_05190	gene:FGSG_05190	NA
gene:FGSG_05191	gene:FGSG_05191	gene:FGSG_05191	NA
gene:FGSG_05192	gene:FGSG_05192	gene:FGSG_05192	NA
gene:FGSG_05193	gene:FGSG_05193	gene:FGSG_05193	NA
gene:FGSG_05194	gene:FGSG_05194	gene:FGSG_05194	NA
gene:FGSG_05195	gene:FGSG_05195	gene:FGSG_05195	NA
gene:FGSG_05196	gene:FGSG_05196	gene:FGSG_05196	NA
gene:FGSG_05197	gene:FGSG_05197	gene:FGSG_05197	NA
gene:FGSG_05198	gene:FGSG_05198	gene:FGSG_05198	NA
gene:FGSG_05199	gene:FGSG_05199	gene:FGSG_05199	NA
gene:FGSG_05200	gene:FGSG_05200	gene:FGSG_05200	NA
gene:FGSG_05201	gene:FGSG_05201	gene:FGSG_05201	NA
gene:FGSG_05202	gene:FGSG_05202	gene:FGSG_05202	NA
gene:FGSG_05203	gene:FGSG_05203	gene:FGSG_05203	NA
gene:FGSG_05204	gene:FGSG_05204	gene:FGSG_05204	NA
gene:FGSG_05205	gene:FGSG_05205	gene:FGSG_05205	NA
gene:FGSG_12700	gene:FGSG_12700	gene:FGSG_12700	NA
gene:FGSG_12701	gene:FGSG_12701	gene:FGSG_12701	NA
gene:FGSG_05207	gene:FGSG_05207	gene:FGSG_05207	NA
gene:FGSG_05208	gene:FGSG_05208	gene:FGSG_05208	NA
gene:FGSG_05209	gene:FGSG_05209	gene:FGSG_05209	NA
gene:FGSG_12702	gene:FGSG_12702	gene:FGSG_12702	NA
gene:FGSG_05210	gene:FGSG_05210	gene:FGSG_05210	NA
gene:FGSG_05211	gene:FGSG_05211	gene:FGSG_05211	NA
gene:FGSG_05212	gene:FGSG_05212	gene:FGSG_05212	NA
gene:FGSG_12703	gene:FGSG_12703	gene:FGSG_12703	NA
gene:FGSG_12704	gene:FGSG_12704	gene:FGSG_12704	NA
gene:FGSG_05213	gene:FGSG_05213	gene:FGSG_05213	NA
gene:FGSG_05214	gene:FGSG_05214	gene:FGSG_05214	NA
gene:FGSG_05215	gene:FGSG_05215	gene:FGSG_05215	NA
gene:FGSG_05216	gene:FGSG_05216	gene:FGSG_05216	NA
gene:FGSG_05217	gene:FGSG_05217	gene:FGSG_05217	NA
gene:FGSG_05218	gene:FGSG_05218	gene:FGSG_05218	NA
gene:FGSG_05220	gene:FGSG_05220	gene:FGSG_05220	NA
gene:FGSG_05221	gene:FGSG_05221	gene:FGSG_05221	NA
gene:FGSG_05222	gene:FGSG_05222	gene:FGSG_05222	NA
gene:FGSG_05223	gene:FGSG_05223	gene:FGSG_05223	NA
gene:FGSG_05224	gene:FGSG_05224	gene:FGSG_05224	NA
gene:FGSG_05225	gene:FGSG_05225	gene:FGSG_05225	NA
gene:FGSG_05226	gene:FGSG_05226	gene:FGSG_05226	NA
gene:FGSG_05227	gene:FGSG_05227	gene:FGSG_05227	NA
gene:FGSG_20634	gene:FGSG_20634	gene:FGSG_20634	NA
gene:FGSG_05228	gene:FGSG_05228	gene:FGSG_05228	NA
gene:FGSG_05229	gene:FGSG_05229	gene:FGSG_05229	NA
gene:FGSG_05230	gene:FGSG_05230	gene:FGSG_05230	NA
gene:FGSG_05231	gene:FGSG_05231	gene:FGSG_05231	NA
gene:FGSG_05232	gene:FGSG_05232	gene:FGSG_05232	NA
gene:FGSG_05233	gene:FGSG_05233	gene:FGSG_05233	NA
gene:FGSG_05234	gene:FGSG_05234	gene:FGSG_05234	NA
gene:FGSG_05235	gene:FGSG_05235	gene:FGSG_05235	NA
gene:FGSG_05236	gene:FGSG_05236	gene:FGSG_05236	NA
gene:FGSG_05237	gene:FGSG_05237	gene:FGSG_05237	NA
gene:FGSG_05238	gene:FGSG_05238	gene:FGSG_05238	NA
gene:FGSG_05239	gene:FGSG_05239	gene:FGSG_05239	NA
gene:FGSG_05240	gene:FGSG_05240	gene:FGSG_05240	NA
gene:FGSG_05241	gene:FGSG_05241	gene:FGSG_05241	NA
gene:FGSG_05242	gene:FGSG_05242	gene:FGSG_05242	NA
gene:FGSG_05243	gene:FGSG_05243	gene:FGSG_05243	NA
gene:FGSG_05244	gene:FGSG_05244	gene:FGSG_05244	NA
gene:FGSG_05245	gene:FGSG_05245	gene:FGSG_05245	NA
gene:FGSG_05246	gene:FGSG_05246	gene:FGSG_05246	NA
gene:FGSG_05247	gene:FGSG_05247	gene:FGSG_05247	NA
gene:FGSG_05249	gene:FGSG_05249	gene:FGSG_05249	NA
gene:FGSG_05248	gene:FGSG_05248	gene:FGSG_05248	NA
gene:FGSG_05250	gene:FGSG_05250	gene:FGSG_05250	NA
gene:FGSG_05251	gene:FGSG_05251	gene:FGSG_05251	NA
gene:FGSG_05252	gene:FGSG_05252	gene:FGSG_05252	NA
gene:FGSG_05253	gene:FGSG_05253	gene:FGSG_05253	NA
gene:FGSG_05254	gene:FGSG_05254	gene:FGSG_05254	NA
gene:FGSG_05255	gene:FGSG_05255	gene:FGSG_05255	NA
gene:FGSG_05256	gene:FGSG_05256	gene:FGSG_05256	NA
gene:FGSG_12705	gene:FGSG_12705	gene:FGSG_12705	NA
gene:FGSG_05258	gene:FGSG_05258	gene:FGSG_05258	NA
gene:FGSG_05259	gene:FGSG_05259	gene:FGSG_05259	NA
gene:FGSG_05260	gene:FGSG_05260	gene:FGSG_05260	NA
gene:FGSG_05261	gene:FGSG_05261	gene:FGSG_05261	NA
gene:FGSG_05262	gene:FGSG_05262	gene:FGSG_05262	NA
gene:FGSG_05263	gene:FGSG_05263	gene:FGSG_05263	NA
gene:FGSG_05264	gene:FGSG_05264	gene:FGSG_05264	NA
gene:FGSG_12706	gene:FGSG_12706	gene:FGSG_12706	NA
gene:FGSG_05266	gene:FGSG_05266	gene:FGSG_05266	NA
gene:FGSG_05267	gene:FGSG_05267	gene:FGSG_05267	NA
gene:FGSG_05268	gene:FGSG_05268	gene:FGSG_05268	NA
gene:FGSG_05269	gene:FGSG_05269	gene:FGSG_05269	NA
gene:FGSG_05270	gene:FGSG_05270	gene:FGSG_05270	NA
gene:FGSG_05271	gene:FGSG_05271	gene:FGSG_05271	NA
gene:FGSG_05272	gene:FGSG_05272	gene:FGSG_05272	NA
gene:FGSG_05273	gene:FGSG_05273	gene:FGSG_05273	NA
gene:FGSG_05274	gene:FGSG_05274	gene:FGSG_05274	NA
gene:FGSG_05275	gene:FGSG_05275	gene:FGSG_05275	NA
gene:FGSG_05276	gene:FGSG_05276	gene:FGSG_05276	NA
gene:FGSG_05277	gene:FGSG_05277	gene:FGSG_05277	NA
gene:FGSG_20635	gene:FGSG_20635	gene:FGSG_20635	NA
gene:FGSG_05278	gene:FGSG_05278	gene:FGSG_05278	NA
gene:FGSG_05279	gene:FGSG_05279	gene:FGSG_05279	NA
gene:FGSG_05280	gene:FGSG_05280	gene:FGSG_05280	NA
gene:FGSG_05281	gene:FGSG_05281	gene:FGSG_05281	NA
gene:FGSG_05282	gene:FGSG_05282	gene:FGSG_05282	NA
gene:FGSG_05283	gene:FGSG_05283	gene:FGSG_05283	NA
gene:FGSG_05284	gene:FGSG_05284	gene:FGSG_05284	NA
gene:FGSG_05285	gene:FGSG_05285	gene:FGSG_05285	NA
gene:FGSG_05286	gene:FGSG_05286	gene:FGSG_05286	NA
gene:FGSG_05287	gene:FGSG_05287	gene:FGSG_05287	NA
gene:FGSG_05288	gene:FGSG_05288	gene:FGSG_05288	NA
gene:FGSG_12707	gene:FGSG_12707	gene:FGSG_12707	NA
gene:FGSG_05289	gene:FGSG_05289	gene:FGSG_05289	NA
gene:FGSG_05290	gene:FGSG_05290	gene:FGSG_05290	NA
gene:FGSG_05291	gene:FGSG_05291	gene:FGSG_05291	NA
gene:FGSG_20636	gene:FGSG_20636	gene:FGSG_20636	NA
gene:FGSG_05292	gene:FGSG_05292	gene:FGSG_05292	NA
gene:FGSG_05293	gene:FGSG_05293	gene:FGSG_05293	NA
gene:FGSG_05294	gene:FGSG_05294	gene:FGSG_05294	NA
gene:FGSG_05295	gene:FGSG_05295	gene:FGSG_05295	NA
gene:FGSG_05296	gene:FGSG_05296	gene:FGSG_05296	NA
gene:FGSG_05297	gene:FGSG_05297	gene:FGSG_05297	NA
gene:FGSG_05298	gene:FGSG_05298	gene:FGSG_05298	NA
gene:FGSG_05299	gene:FGSG_05299	gene:FGSG_05299	NA
gene:FGSG_05300	gene:FGSG_05300	gene:FGSG_05300	NA
gene:FGSG_05301	gene:FGSG_05301	gene:FGSG_05301	NA
gene:FGSG_05302	gene:FGSG_05302	gene:FGSG_05302	NA
gene:FGSG_05303	gene:FGSG_05303	gene:FGSG_05303	NA
gene:FGSG_05304	gene:FGSG_05304	gene:FGSG_05304	NA
gene:FGSG_05305	gene:FGSG_05305	gene:FGSG_05305	NA
gene:FGSG_05306	gene:FGSG_05306	gene:FGSG_05306	NA
gene:FGSG_05307	gene:FGSG_05307	gene:FGSG_05307	NA
gene:FGSG_05308	gene:FGSG_05308	gene:FGSG_05308	NA
gene:FGSG_12708	gene:FGSG_12708	gene:FGSG_12708	NA
gene:FGSG_12709	gene:FGSG_12709	gene:FGSG_12709	NA
gene:FGSG_05309	gene:FGSG_05309	gene:FGSG_05309	NA
gene:FGSG_05310	gene:FGSG_05310	gene:FGSG_05310	NA
gene:FGSG_05311	gene:FGSG_05311	gene:FGSG_05311	NA
gene:FGSG_05312	gene:FGSG_05312	gene:FGSG_05312	NA
gene:FGSG_12710	gene:FGSG_12710	gene:FGSG_12710	NA
gene:FGSG_05314	gene:FGSG_05314	gene:FGSG_05314	NA
gene:FGSG_05315	gene:FGSG_05315	gene:FGSG_05315	NA
gene:FGSG_05316	gene:FGSG_05316	gene:FGSG_05316	NA
gene:FGSG_12711	gene:FGSG_12711	gene:FGSG_12711	NA
gene:FGSG_12712	gene:FGSG_12712	gene:FGSG_12712	NA
gene:FGSG_05318	gene:FGSG_05318	gene:FGSG_05318	NA
gene:FGSG_05319	gene:FGSG_05319	gene:FGSG_05319	NA
gene:FGSG_05320	gene:FGSG_05320	gene:FGSG_05320	NA
gene:FGSG_05321	gene:FGSG_05321	gene:FGSG_05321	NA
gene:FGSG_05322	gene:FGSG_05322	gene:FGSG_05322	NA
gene:FGSG_05323	gene:FGSG_05323	gene:FGSG_05323	NA
gene:FGSG_05324	gene:FGSG_05324	gene:FGSG_05324	NA
gene:FGSG_05325	gene:FGSG_05325	gene:FGSG_05325	NA
gene:FGSG_12713	gene:FGSG_12713	gene:FGSG_12713	NA
gene:FGSG_12714	gene:FGSG_12714	gene:FGSG_12714	NA
gene:FGSG_12715	gene:FGSG_12715	gene:FGSG_12715	NA
gene:FGSG_05326	gene:FGSG_05326	gene:FGSG_05326	NA
gene:FGSG_05327	gene:FGSG_05327	gene:FGSG_05327	NA
gene:FGSG_05328	gene:FGSG_05328	gene:FGSG_05328	NA
gene:FGSG_05329	gene:FGSG_05329	gene:FGSG_05329	NA
gene:FGSG_05330	gene:FGSG_05330	gene:FGSG_05330	NA
gene:FGSG_05331	gene:FGSG_05331	gene:FGSG_05331	NA
gene:FGSG_05332	gene:FGSG_05332	gene:FGSG_05332	NA
gene:FGSG_05333	gene:FGSG_05333	gene:FGSG_05333	NA
gene:FGSG_05334	gene:FGSG_05334	gene:FGSG_05334	NA
gene:FGSG_05335	gene:FGSG_05335	gene:FGSG_05335	NA
gene:FGSG_05336	gene:FGSG_05336	gene:FGSG_05336	NA
gene:FGSG_05337	gene:FGSG_05337	gene:FGSG_05337	NA
gene:FGSG_05338	gene:FGSG_05338	gene:FGSG_05338	NA
gene:FGSG_20035	gene:FGSG_20035	gene:FGSG_20035	NA
gene:FGSG_05339	gene:FGSG_05339	gene:FGSG_05339	NA
gene:FGSG_12716	gene:FGSG_12716	gene:FGSG_12716	NA
gene:FGSG_12717	gene:FGSG_12717	gene:FGSG_12717	NA
gene:FGSG_05340	gene:FGSG_05340	gene:FGSG_05340	NA
gene:FGSG_05341	gene:FGSG_05341	gene:FGSG_05341	NA
gene:FGSG_05342	gene:FGSG_05342	gene:FGSG_05342	NA
gene:FGSG_05343	gene:FGSG_05343	gene:FGSG_05343	NA
gene:FGSG_05344	gene:FGSG_05344	gene:FGSG_05344	NA
gene:FGSG_05345	gene:FGSG_05345	gene:FGSG_05345	NA
gene:FGSG_05346	gene:FGSG_05346	gene:FGSG_05346	NA
gene:FGSG_05347	gene:FGSG_05347	gene:FGSG_05347	NA
gene:FGSG_05348	gene:FGSG_05348	gene:FGSG_05348	NA
gene:FGSG_05349	gene:FGSG_05349	gene:FGSG_05349	NA
gene:FGSG_20637	gene:FGSG_20637	gene:FGSG_20637	NA
gene:FGSG_05350	gene:FGSG_05350	gene:FGSG_05350	NA
gene:FGSG_05351	gene:FGSG_05351	gene:FGSG_05351	NA
gene:FGSG_12718	gene:FGSG_12718	gene:FGSG_12718	NA
gene:FGSG_12719	gene:FGSG_12719	gene:FGSG_12719	NA
gene:FGSG_05352	gene:FGSG_05352	gene:FGSG_05352	NA
gene:FGSG_05353	gene:FGSG_05353	gene:FGSG_05353	NA
gene:FGSG_05354	gene:FGSG_05354	gene:FGSG_05354	NA
gene:FGSG_05355	gene:FGSG_05355	gene:FGSG_05355	NA
gene:FGSG_05356	gene:FGSG_05356	gene:FGSG_05356	NA
gene:FGSG_05357	gene:FGSG_05357	gene:FGSG_05357	NA
gene:FGSG_12720	gene:FGSG_12720	gene:FGSG_12720	NA
gene:FGSG_12721	gene:FGSG_12721	gene:FGSG_12721	NA
gene:FGSG_12722	gene:FGSG_12722	gene:FGSG_12722	NA
gene:FGSG_05358	gene:FGSG_05358	gene:FGSG_05358	NA
gene:FGSG_05359	gene:FGSG_05359	gene:FGSG_05359	NA
gene:FGSG_05360	gene:FGSG_05360	gene:FGSG_05360	NA
gene:FGSG_05361	gene:FGSG_05361	gene:FGSG_05361	NA
gene:FGSG_05362	gene:FGSG_05362	gene:FGSG_05362	NA
gene:FGSG_05364	gene:FGSG_05364	gene:FGSG_05364	NA
gene:FGSG_05365	gene:FGSG_05365	gene:FGSG_05365	NA
gene:FGSG_05366	gene:FGSG_05366	gene:FGSG_05366	NA
gene:FGSG_05367	gene:FGSG_05367	gene:FGSG_05367	NA
gene:FGSG_05368	gene:FGSG_05368	gene:FGSG_05368	NA
gene:FGSG_05369	gene:FGSG_05369	gene:FGSG_05369	NA
gene:FGSG_05370	gene:FGSG_05370	gene:FGSG_05370	NA
gene:FGSG_05371	gene:FGSG_05371	gene:FGSG_05371	NA
gene:FGSG_05372	gene:FGSG_05372	gene:FGSG_05372	NA
gene:FGSG_05373	gene:FGSG_05373	gene:FGSG_05373	NA
gene:FGSG_05374	gene:FGSG_05374	gene:FGSG_05374	NA
gene:FGSG_05375	gene:FGSG_05375	gene:FGSG_05375	NA
gene:FGSG_05376	gene:FGSG_05376	gene:FGSG_05376	NA
gene:FGSG_05377	gene:FGSG_05377	gene:FGSG_05377	NA
gene:FGSG_05378	gene:FGSG_05378	gene:FGSG_05378	NA
gene:FGSG_05379	gene:FGSG_05379	gene:FGSG_05379	NA
gene:FGSG_12723	gene:FGSG_12723	gene:FGSG_12723	NA
gene:FGSG_12724	gene:FGSG_12724	gene:FGSG_12724	NA
gene:FGSG_05381	gene:FGSG_05381	gene:FGSG_05381	NA
gene:FGSG_05382	gene:FGSG_05382	gene:FGSG_05382	NA
gene:FGSG_12725	gene:FGSG_12725	gene:FGSG_12725	NA
gene:FGSG_05383	gene:FGSG_05383	gene:FGSG_05383	NA
gene:FGSG_12726	gene:FGSG_12726	gene:FGSG_12726	NA
gene:FGSG_05384	gene:FGSG_05384	gene:FGSG_05384	NA
gene:FGSG_05385	gene:FGSG_05385	gene:FGSG_05385	NA
gene:FGSG_05386	gene:FGSG_05386	gene:FGSG_05386	NA
gene:FGSG_05387	gene:FGSG_05387	gene:FGSG_05387	NA
gene:FGSG_05388	gene:FGSG_05388	gene:FGSG_05388	NA
gene:FGSG_12727	gene:FGSG_12727	gene:FGSG_12727	NA
gene:FGSG_05389	gene:FGSG_05389	gene:FGSG_05389	NA
gene:FGSG_05390	gene:FGSG_05390	gene:FGSG_05390	NA
gene:FGSG_05391	gene:FGSG_05391	gene:FGSG_05391	NA
gene:FGSG_05392	gene:FGSG_05392	gene:FGSG_05392	NA
gene:FGSG_05393	gene:FGSG_05393	gene:FGSG_05393	NA
gene:FGSG_05394	gene:FGSG_05394	gene:FGSG_05394	NA
gene:FGSG_05395	gene:FGSG_05395	gene:FGSG_05395	NA
gene:FGSG_12728	gene:FGSG_12728	gene:FGSG_12728	NA
gene:FGSG_05396	gene:FGSG_05396	gene:FGSG_05396	NA
gene:FGSG_12729	gene:FGSG_12729	gene:FGSG_12729	NA
gene:FGSG_12730	gene:FGSG_12730	gene:FGSG_12730	NA
gene:FGSG_05397	gene:FGSG_05397	gene:FGSG_05397	NA
gene:FGSG_05398	gene:FGSG_05398	gene:FGSG_05398	NA
gene:FGSG_05399	gene:FGSG_05399	gene:FGSG_05399	NA
gene:FGSG_05400	gene:FGSG_05400	gene:FGSG_05400	NA
gene:FGSG_05401	gene:FGSG_05401	gene:FGSG_05401	NA
gene:FGSG_05402	gene:FGSG_05402	gene:FGSG_05402	NA
gene:FGSG_05403	gene:FGSG_05403	gene:FGSG_05403	NA
gene:FGSG_05404	gene:FGSG_05404	gene:FGSG_05404	NA
gene:FGSG_05405	gene:FGSG_05405	gene:FGSG_05405	NA
gene:FGSG_05406	gene:FGSG_05406	gene:FGSG_05406	NA
gene:FGSG_05407	gene:FGSG_05407	gene:FGSG_05407	NA
gene:FGSG_05408	gene:FGSG_05408	gene:FGSG_05408	NA
gene:FGSG_05409	gene:FGSG_05409	gene:FGSG_05409	NA
gene:FGSG_05410	gene:FGSG_05410	gene:FGSG_05410	NA
gene:FGSG_05411	gene:FGSG_05411	gene:FGSG_05411	NA
gene:FGSG_12731	gene:FGSG_12731	gene:FGSG_12731	NA
gene:FGSG_12732	gene:FGSG_12732	gene:FGSG_12732	NA
gene:FGSG_05413	gene:FGSG_05413	gene:FGSG_05413	NA
gene:FGSG_05414	gene:FGSG_05414	gene:FGSG_05414	NA
gene:FGSG_05415	gene:FGSG_05415	gene:FGSG_05415	NA
gene:FGSG_05416	gene:FGSG_05416	gene:FGSG_05416	NA
gene:FGSG_12733	gene:FGSG_12733	gene:FGSG_12733	NA
gene:FGSG_12734	gene:FGSG_12734	gene:FGSG_12734	NA
gene:FGSG_12735	gene:FGSG_12735	gene:FGSG_12735	NA
gene:FGSG_05417	gene:FGSG_05417	gene:FGSG_05417	NA
gene:FGSG_05418	gene:FGSG_05418	gene:FGSG_05418	NA
gene:FGSG_05419	gene:FGSG_05419	gene:FGSG_05419	NA
gene:FGSG_05420	gene:FGSG_05420	gene:FGSG_05420	NA
gene:FGSG_12736	gene:FGSG_12736	gene:FGSG_12736	NA
gene:FGSG_05421	gene:FGSG_05421	gene:FGSG_05421	NA
gene:FGSG_05422	gene:FGSG_05422	gene:FGSG_05422	NA
gene:FGSG_05423	gene:FGSG_05423	gene:FGSG_05423	NA
gene:FGSG_05424	gene:FGSG_05424	gene:FGSG_05424	NA
gene:FGSG_05425	gene:FGSG_05425	gene:FGSG_05425	NA
gene:FGSG_12737	gene:FGSG_12737	gene:FGSG_12737	NA
gene:FGSG_12738	gene:FGSG_12738	gene:FGSG_12738	NA
gene:FGSG_05427	gene:FGSG_05427	gene:FGSG_05427	NA
gene:FGSG_05428	gene:FGSG_05428	gene:FGSG_05428	NA
gene:FGSG_05429	gene:FGSG_05429	gene:FGSG_05429	NA
gene:FGSG_05430	gene:FGSG_05430	gene:FGSG_05430	NA
gene:FGSG_05431	gene:FGSG_05431	gene:FGSG_05431	NA
gene:FGSG_05432	gene:FGSG_05432	gene:FGSG_05432	NA
gene:FGSG_05433	gene:FGSG_05433	gene:FGSG_05433	NA
gene:FGSG_12739	gene:FGSG_12739	gene:FGSG_12739	NA
gene:FGSG_05434	gene:FGSG_05434	gene:FGSG_05434	NA
gene:FGSG_05435	gene:FGSG_05435	gene:FGSG_05435	NA
gene:FGSG_05436	gene:FGSG_05436	gene:FGSG_05436	NA
gene:FGSG_05437	gene:FGSG_05437	gene:FGSG_05437	NA
gene:FGSG_05438	gene:FGSG_05438	gene:FGSG_05438	NA
gene:FGSG_05439	gene:FGSG_05439	gene:FGSG_05439	NA
gene:FGSG_05440	gene:FGSG_05440	gene:FGSG_05440	NA
gene:FGSG_05441	gene:FGSG_05441	gene:FGSG_05441	NA
gene:FGSG_05442	gene:FGSG_05442	gene:FGSG_05442	NA
gene:FGSG_05443	gene:FGSG_05443	gene:FGSG_05443	NA
gene:FGSG_05444	gene:FGSG_05444	gene:FGSG_05444	NA
gene:FGSG_05445	gene:FGSG_05445	gene:FGSG_05445	NA
gene:FGSG_05446	gene:FGSG_05446	gene:FGSG_05446	NA
gene:FGSG_05447	gene:FGSG_05447	gene:FGSG_05447	NA
gene:FGSG_05448	gene:FGSG_05448	gene:FGSG_05448	NA
gene:FGSG_05449	gene:FGSG_05449	gene:FGSG_05449	NA
gene:FGSG_05450	gene:FGSG_05450	gene:FGSG_05450	NA
gene:FGSG_05451	gene:FGSG_05451	gene:FGSG_05451	NA
gene:FGSG_05452	gene:FGSG_05452	gene:FGSG_05452	NA
gene:FGSG_05453	gene:FGSG_05453	gene:FGSG_05453	NA
gene:FGSG_05454	gene:FGSG_05454	gene:FGSG_05454	NA
gene:FGSG_05455	gene:FGSG_05455	gene:FGSG_05455	NA
gene:FGSG_05456	gene:FGSG_05456	gene:FGSG_05456	NA
gene:FGSG_05457	gene:FGSG_05457	gene:FGSG_05457	NA
gene:FGSG_05458	gene:FGSG_05458	gene:FGSG_05458	NA
gene:FGSG_12740	gene:FGSG_12740	gene:FGSG_12740	NA
gene:FGSG_05459	gene:FGSG_05459	gene:FGSG_05459	NA
gene:FGSG_05460	gene:FGSG_05460	gene:FGSG_05460	NA
gene:FGSG_05461	gene:FGSG_05461	gene:FGSG_05461	NA
gene:FGSG_05462	gene:FGSG_05462	gene:FGSG_05462	NA
gene:FGSG_05463	gene:FGSG_05463	gene:FGSG_05463	NA
gene:FGSG_05464	gene:FGSG_05464	gene:FGSG_05464	NA
gene:FGSG_05465	gene:FGSG_05465	gene:FGSG_05465	NA
gene:FGSG_05466	gene:FGSG_05466	gene:FGSG_05466	NA
gene:FGSG_05467	gene:FGSG_05467	gene:FGSG_05467	NA
gene:FGSG_05468	gene:FGSG_05468	gene:FGSG_05468	NA
gene:FGSG_05469	gene:FGSG_05469	gene:FGSG_05469	NA
gene:FGSG_05470	gene:FGSG_05470	gene:FGSG_05470	NA
gene:FGSG_05471	gene:FGSG_05471	gene:FGSG_05471	NA
gene:FGSG_05472	gene:FGSG_05472	gene:FGSG_05472	NA
gene:FGSG_12741	gene:FGSG_12741	gene:FGSG_12741	NA
