contrast_id	contrast_title	rank_by_padj	Geneid	gene_id	locus_tag	product	padj	log2FoldChange
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	42	gene:FGSG_12745	FGSG_12745	FGSG_12745	heat shock protein HSP98	0.00101322876468732	-1.11310589130471
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	43	gene:FGSG_05898	FGSG_05898	FGSG_05898	uncharacterized protein	0.00105460768787191	-0.553636720598508
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	44	gene:FGSG_07908	FGSG_07908	FGSG_07908	uncharacterized protein	0.00116182007365681	-0.255378532463962
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	45	gene:FGSG_01084	FGSG_01084	FGSG_01084	uncharacterized protein	0.0011685415452294	-0.58099454538748
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	46	gene:FGSG_04370	FGSG_04370	FGSG_04370	uncharacterized protein	0.0011685415452294	-0.421169447470659
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	47	gene:FGSG_13427	FGSG_13427	FGSG_13427	uncharacterized protein	0.00128167546934448	0.810219990910531
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	48	gene:FGSG_09321	FGSG_09321	FGSG_09321	acetyl-CoA acetyltransferase IB	0.0013641791182571	0.324956437839596
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	49	gene:FGSG_05697	FGSG_05697	FGSG_05697	uncharacterized protein	0.00137656996618461	-1.05268562277537
C3_DoubleMutant_PN_vs_WT_PN	Эффект генотипа в PN: DoubleMutant vs WT	50	gene:FGSG_06367	FGSG_06367	FGSG_06367	uncharacterized protein	0.00137656996618461	-0.40555911719533
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	1	gene:FGSG_00554	FGSG_00554	FGSG_00554	uncharacterized protein	3.25834713803353e-202	-3.1092025705823
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	2	gene:FGSG_06480	FGSG_06480	FGSG_06480	uncharacterized protein	2.22893649530184e-145	2.94487284892641
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	3	gene:FGSG_08081	FGSG_08081	FGSG_08081	uncharacterized protein	6.3106897798803e-113	-2.07991702350024
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	4	gene:FGSG_09595	FGSG_09595	FGSG_09595	uncharacterized protein	1.76704185116523e-97	-4.56622869390655
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	5	gene:FGSG_02783	FGSG_02783	FGSG_02783	sterol 24-C-methyltransferase	1.92522720293471e-80	1.17652403176452
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	6	gene:FGSG_08079	FGSG_08079	FGSG_08079	uncharacterized protein	1.35488281105914e-79	-1.78795635332891
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	7	gene:FGSG_08083	FGSG_08083	FGSG_08083	uncharacterized protein	2.33618032194988e-78	-2.12722588757862
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	8	gene:FGSG_02323	FGSG_02323	FGSG_02323	uncharacterized protein	4.35791319226533e-72	-1.47359708152337
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	9	gene:FGSG_11097	FGSG_11097	FGSG_11097	uncharacterized protein	1.02239046643096e-58	2.23126358382509
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	10	gene:FGSG_02322	FGSG_02322	FGSG_02322	uncharacterized protein	7.88671024840706e-54	-1.72080751731286
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	11	gene:FGSG_06184	FGSG_06184	FGSG_06184	acyl-CoA desaturase	2.81608864664286e-50	1.22335878109524
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	12	gene:FGSG_13756	FGSG_13756	FGSG_13756	uncharacterized protein	1.89089787601548e-48	1.97948863992226
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	13	gene:FGSG_08077	FGSG_08077	FGSG_08077	uncharacterized protein	2.550686431555e-42	-0.842218478238571
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	14	gene:FGSG_04694	FGSG_04694	FGSG_04694	uncharacterized protein	8.04660517425532e-42	1.73682308956237
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	15	gene:FGSG_00415	FGSG_00415	FGSG_00415	uncharacterized protein	6.74800547200156e-40	-0.883004841286718
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	16	gene:FGSG_03518	FGSG_03518	FGSG_03518	uncharacterized protein	6.07712438567194e-39	-1.28348490279653
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	17	gene:FGSG_02324	FGSG_02324	FGSG_02324	uncharacterized protein	5.53178523168821e-38	-2.71163431645732
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	18	gene:FGSG_09086	FGSG_09086	FGSG_09086	uncharacterized protein	1.41856096714744e-37	-2.37981800032741
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	19	gene:FGSG_00523	FGSG_00523	FGSG_00523	uncharacterized protein	1.29380479101241e-36	-1.38098220555216
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	20	gene:FGSG_11129	FGSG_11129	FGSG_11129	uncharacterized protein	2.6231829673182e-36	1.07598438157527
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	21	gene:FGSG_06482	FGSG_06482	FGSG_06482	uncharacterized protein	2.93899385964659e-36	3.46258436012657
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	22	gene:FGSG_08844	FGSG_08844	FGSG_08844	uncharacterized protein	2.36985021181512e-35	1.7291413408498
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	23	gene:FGSG_02615	FGSG_02615	FGSG_02615	uncharacterized protein	6.71747803991119e-35	-1.65270373838546
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	24	gene:FGSG_08596	FGSG_08596	FGSG_08596	uncharacterized protein	9.84133531466493e-34	0.844461213261468
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	25	gene:FGSG_03510	FGSG_03510	FGSG_03510	uncharacterized protein	7.19517716946994e-33	-0.995207481659223
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	26	gene:FGSG_02139	FGSG_02139	FGSG_02139	uncharacterized protein	1.11156406580658e-31	1.99029775132921
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	27	gene:FGSG_00588	FGSG_00588	FGSG_00588	uncharacterized protein	3.15644558160691e-31	0.899084240170234
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	28	gene:FGSG_02771	FGSG_02771	FGSG_02771	uncharacterized protein	5.51498978067388e-31	0.782962027615719
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	29	gene:FGSG_05740	FGSG_05740	FGSG_05740	sterol 24-C-methyltransferase	9.71799809368713e-31	1.6604540694246
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	30	gene:FGSG_00136	FGSG_00136	FGSG_00136	uncharacterized protein	1.46837741883715e-30	0.9758463246246
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	31	gene:FGSG_10132	FGSG_10132	FGSG_10132	uncharacterized protein	3.35645410223254e-30	0.796208331822472
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	32	gene:FGSG_02658	FGSG_02658	FGSG_02658	endoglucanase-5	9.29301386590194e-29	-0.923046146048814
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	33	gene:FGSG_02291	FGSG_02291	FGSG_02291	uncharacterized protein	3.13044838693802e-28	1.93547281372681
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	34	gene:FGSG_04693	FGSG_04693	FGSG_04693	uncharacterized protein	5.26063166385715e-28	1.48486727691875
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	35	gene:FGSG_02672	FGSG_02672	FGSG_02672	uncharacterized protein	4.3071456230322e-26	0.81509745128481
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	36	gene:FGSG_09088	FGSG_09088	FGSG_09088	uncharacterized protein	2.61224662295236e-25	-2.6767015939838
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	37	gene:FGSG_06842	FGSG_06842	FGSG_06842	uncharacterized protein	3.15261066039298e-24	0.508104777978253
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	38	gene:FGSG_00237	FGSG_00237	FGSG_00237	uncharacterized protein	2.00694125521867e-23	1.46444087399102
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	39	gene:FGSG_05594	FGSG_05594	FGSG_05594	uncharacterized protein	3.21333973215031e-23	-0.741994107327012
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	40	gene:FGSG_06328	FGSG_06328	FGSG_06328	xylulose-5-phosphate phosphoketolase	3.30063313137291e-23	-0.762328818480176
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	41	gene:FGSG_08647	FGSG_08647	FGSG_08647	uncharacterized protein	4.24517964936238e-23	3.1591880202602
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	42	gene:FGSG_07908	FGSG_07908	FGSG_07908	uncharacterized protein	5.50975743000361e-23	-0.629379205383075
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	43	gene:FGSG_04492	FGSG_04492	FGSG_04492	uncharacterized protein	1.39014285580146e-22	1.4488466080248
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	44	gene:FGSG_01000	FGSG_01000	FGSG_01000	cytochrome P450 51	2.05441339088764e-22	1.0831352264542
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	45	gene:FGSG_01733	FGSG_01733	FGSG_01733	uncharacterized protein	3.02287550409014e-22	1.17030765329589
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	46	gene:FGSG_00492	FGSG_00492	FGSG_00492	uncharacterized protein	4.43785146227991e-22	0.72030045338597
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	47	gene:FGSG_05950	FGSG_05950	FGSG_05950	uncharacterized protein	1.30221754987993e-21	0.63756043859316
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	48	gene:FGSG_07798	FGSG_07798	FGSG_07798	uncharacterized protein	3.48851574634848e-21	-0.825184672409762
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	49	gene:FGSG_09403	FGSG_09403	FGSG_09403	uncharacterized protein	9.03058037917119e-21	0.909093771219519
C4_DoubleMutant_NPN_vs_WT_NPN	Эффект генотипа в NPN: DoubleMutant vs WT	50	gene:FGSG_10991	FGSG_10991	FGSG_10991	uncharacterized protein	1.23071893251782e-20	-0.985187697781576
C5_Interaction_effect	Интеракция genotype:condition	1	gene:FGSG_00554	FGSG_00554	FGSG_00554	uncharacterized protein	2.3969145281808e-101	-3.12091737397327
C5_Interaction_effect	Интеракция genotype:condition	2	gene:FGSG_06480	FGSG_06480	FGSG_06480	uncharacterized protein	6.80209638286774e-47	2.7473632372084
C5_Interaction_effect	Интеракция genotype:condition	3	gene:FGSG_11097	FGSG_11097	FGSG_11097	uncharacterized protein	7.18855063252083e-42	2.30468174063706
C5_Interaction_effect	Интеракция genotype:condition	4	gene:FGSG_10766	FGSG_10766	FGSG_10766	uncharacterized protein	1.6824810108492e-40	-3.18774294513502
C5_Interaction_effect	Интеракция genotype:condition	5	gene:FGSG_04694	FGSG_04694	FGSG_04694	uncharacterized protein	2.61980468215242e-29	1.95098197995703
C5_Interaction_effect	Интеракция genotype:condition	6	gene:FGSG_13756	FGSG_13756	FGSG_13756	uncharacterized protein	1.04280190056905e-28	2.03939846187775
C5_Interaction_effect	Интеракция genotype:condition	7	gene:FGSG_02323	FGSG_02323	FGSG_02323	uncharacterized protein	1.09565729175979e-24	-1.3170110294216
C5_Interaction_effect	Интеракция genotype:condition	8	gene:FGSG_06751	FGSG_06751	FGSG_06751	4-aminobutyrate aminotransferase	4.7455525391124e-24	-1.48646350857214
C5_Interaction_effect	Интеракция genotype:condition	9	gene:FGSG_02322	FGSG_02322	FGSG_02322	uncharacterized protein	3.39140138797149e-23	-1.6439764169527
C5_Interaction_effect	Интеракция genotype:condition	10	gene:FGSG_00523	FGSG_00523	FGSG_00523	uncharacterized protein	3.59365969098125e-23	-1.46741511510751
C5_Interaction_effect	Интеракция genotype:condition	11	gene:FGSG_00415	FGSG_00415	FGSG_00415	uncharacterized protein	3.68210036965614e-23	-0.936529780705927
C5_Interaction_effect	Интеракция genotype:condition	12	gene:FGSG_02615	FGSG_02615	FGSG_02615	uncharacterized protein	4.14247952131569e-23	-1.63972828417796
C5_Interaction_effect	Интеракция genotype:condition	13	gene:FGSG_08844	FGSG_08844	FGSG_08844	uncharacterized protein	7.60066163723387e-23	1.90620656985893
C5_Interaction_effect	Интеракция genotype:condition	14	gene:FGSG_02783	FGSG_02783	FGSG_02783	sterol 24-C-methyltransferase	1.2461212475152e-22	0.8790337276607
C5_Interaction_effect	Интеракция genotype:condition	15	gene:FGSG_02291	FGSG_02291	FGSG_02291	uncharacterized protein	4.109205269588e-20	2.14309333782692
C5_Interaction_effect	Интеракция genotype:condition	16	gene:FGSG_11129	FGSG_11129	FGSG_11129	uncharacterized protein	1.3236400517034e-19	1.11080299183136
C5_Interaction_effect	Интеракция genotype:condition	17	gene:FGSG_02139	FGSG_02139	FGSG_02139	uncharacterized protein	2.46433505318158e-19	2.19931198588313
C5_Interaction_effect	Интеракция genotype:condition	18	gene:FGSG_05159	FGSG_05159	FGSG_05159	iron transport multicopper oxidase FET3 precursor	4.95674621666834e-19	1.47689893730213
C5_Interaction_effect	Интеракция genotype:condition	19	gene:FGSG_08172	FGSG_08172	FGSG_08172	uncharacterized protein	4.31228061643667e-18	-1.49215461766066
C5_Interaction_effect	Интеракция genotype:condition	20	gene:FGSG_03518	FGSG_03518	FGSG_03518	uncharacterized protein	8.71304708832548e-18	-1.20278560543816
C5_Interaction_effect	Интеракция genotype:condition	21	gene:FGSG_12704	FGSG_12704	FGSG_12704	uncharacterized protein	1.13872548433932e-17	1.82590399419209
C5_Interaction_effect	Интеракция genotype:condition	22	gene:FGSG_06184	FGSG_06184	FGSG_06184	acyl-CoA desaturase	2.41894671211185e-17	1.02876939038588
C5_Interaction_effect	Интеракция genotype:condition	23	gene:FGSG_04693	FGSG_04693	FGSG_04693	uncharacterized protein	6.47731533272409e-17	1.45184324057334
C5_Interaction_effect	Интеракция genotype:condition	24	gene:FGSG_06842	FGSG_06842	FGSG_06842	uncharacterized protein	6.47731533272409e-17	0.606582865339209
C5_Interaction_effect	Интеракция genotype:condition	25	gene:FGSG_03510	FGSG_03510	FGSG_03510	uncharacterized protein	9.8289150471584e-17	-0.963624641502288
C5_Interaction_effect	Интеракция genotype:condition	26	gene:FGSG_08596	FGSG_08596	FGSG_08596	uncharacterized protein	1.39543101777892e-16	0.840263781545519
C5_Interaction_effect	Интеракция genotype:condition	27	gene:FGSG_05594	FGSG_05594	FGSG_05594	uncharacterized protein	2.18783062474422e-16	-0.829475461591203
C5_Interaction_effect	Интеракция genotype:condition	28	gene:FGSG_10132	FGSG_10132	FGSG_10132	uncharacterized protein	2.18783062474422e-16	0.835511954068054
C5_Interaction_effect	Интеракция genotype:condition	29	gene:FGSG_06612	FGSG_06612	FGSG_06612	uncharacterized protein	3.13865185993987e-15	1.50572384742645
C5_Interaction_effect	Интеракция genotype:condition	30	gene:FGSG_02771	FGSG_02771	FGSG_02771	uncharacterized protein	8.69169847710824e-15	0.759277723563983
C5_Interaction_effect	Интеракция genotype:condition	31	gene:FGSG_00492	FGSG_00492	FGSG_00492	uncharacterized protein	1.35872941046463e-14	0.833294373474626
C5_Interaction_effect	Интеракция genotype:condition	32	gene:FGSG_08077	FGSG_08077	FGSG_08077	uncharacterized protein	5.90250690878929e-14	-0.682470757643846
C5_Interaction_effect	Интеракция genotype:condition	33	gene:FGSG_03069	FGSG_03069	FGSG_03069	uncharacterized protein	6.37579940567392e-14	-1.26956714720417
C5_Interaction_effect	Интеракция genotype:condition	34	gene:FGSG_09595	FGSG_09595	FGSG_09595	uncharacterized protein	6.37579940567392e-14	-3.80408975060906
C5_Interaction_effect	Интеракция genotype:condition	35	gene:FGSG_04129	FGSG_04129	FGSG_04129	uncharacterized protein	1.07254222211899e-12	0.944375362427258
C5_Interaction_effect	Интеракция genotype:condition	36	gene:FGSG_04213	FGSG_04213	FGSG_04213	uncharacterized protein	2.21789070531827e-12	0.774656342564757
C5_Interaction_effect	Интеракция genotype:condition	37	gene:FGSG_00588	FGSG_00588	FGSG_00588	uncharacterized protein	2.51109910432753e-12	0.768902286946367
C5_Interaction_effect	Интеракция genotype:condition	38	gene:FGSG_05950	FGSG_05950	FGSG_05950	uncharacterized protein	2.6767362612507e-12	0.669512567556022
C5_Interaction_effect	Интеракция genotype:condition	39	gene:FGSG_06613	FGSG_06613	FGSG_06613	uncharacterized protein	4.72757509923942e-12	1.66264323967079
C5_Interaction_effect	Интеракция genotype:condition	40	gene:FGSG_08081	FGSG_08081	FGSG_08081	uncharacterized protein	6.28843535871831e-12	-1.89385732618651
C5_Interaction_effect	Интеракция genotype:condition	41	gene:FGSG_11099	FGSG_11099	FGSG_11099	uncharacterized protein	1.1157708619433e-11	1.66195760394973
C5_Interaction_effect	Интеракция genotype:condition	42	gene:FGSG_05740	FGSG_05740	FGSG_05740	sterol 24-C-methyltransferase	1.34439828256132e-11	1.47281693081475
C5_Interaction_effect	Интеракция genotype:condition	43	gene:FGSG_01733	FGSG_01733	FGSG_01733	uncharacterized protein	1.38358148435887e-11	1.19186910673619
C5_Interaction_effect	Интеракция genotype:condition	44	gene:FGSG_00642	FGSG_00642	FGSG_00642	uncharacterized protein	1.80029623358917e-11	0.772114081330907
C5_Interaction_effect	Интеракция genotype:condition	45	gene:FGSG_10089	FGSG_10089	FGSG_10089	uncharacterized protein	1.05006802546877e-10	0.475790424336904
C5_Interaction_effect	Интеракция genotype:condition	46	gene:FGSG_10086	FGSG_10086	FGSG_10086	uncharacterized protein	1.39649085057913e-10	-0.959839023866421
C5_Interaction_effect	Интеракция genotype:condition	47	gene:FGSG_09351	FGSG_09351	FGSG_09351	uncharacterized protein	9.09976733346572e-10	-1.50260113139711
C5_Interaction_effect	Интеракция genotype:condition	48	gene:FGSG_05820	FGSG_05820	FGSG_05820	uncharacterized protein	5.68526891948152e-09	1.3528926131423
C5_Interaction_effect	Интеракция genotype:condition	49	gene:FGSG_03442	FGSG_03442	FGSG_03442	uncharacterized protein	7.45618329930592e-09	-1.03322121863498
C5_Interaction_effect	Интеракция genotype:condition	50	gene:FGSG_08199	FGSG_08199	FGSG_08199	uncharacterized protein	7.99905565135045e-09	-1.60300375764292
