Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG_status	gene_id	gene_name	gene_biotype
gene:FGSG_07851	3069.37216460735	-1.91121383832609	0.107786779195594	-17.7314310028498	2.39851046008366e-70	1.71388387189139e-69	down	gene:FGSG_07851	gene:FGSG_07851	NA
gene:FGSG_10276	4278.23256930572	-1.73246888589333	0.0977322395332622	-17.7266876740679	2.60963021179965e-70	1.86345594572232e-69	down	gene:FGSG_10276	gene:FGSG_10276	NA
gene:FGSG_11915	11685.5784659229	-1.72257782997615	0.0971908040467513	-17.7236709467652	2.75343628623023e-70	1.96478837406118e-69	down	gene:FGSG_11915	gene:FGSG_11915	NA
gene:FGSG_12513	1028.645772563	1.6799376410933	0.0948015052263039	17.7205798271141	2.90898501537205e-70	2.07435474167784e-69	up	gene:FGSG_12513	gene:FGSG_12513	NA
gene:FGSG_07554	2874.78304770015	2.99523404398562	0.169037712015349	17.719324334641	2.97463666604023e-70	2.11971011976466e-69	up	gene:FGSG_07554	gene:FGSG_07554	NA
gene:FGSG_09718	1600.58908459713	-1.33060624248736	0.0751110956947483	-17.7151755034295	3.20227175760727e-70	2.28035225435115e-69	down	gene:FGSG_09718	gene:FGSG_09718	NA
gene:FGSG_07475	3602.55928826266	-1.75535361268269	0.0990970727566439	-17.7134759267145	3.30046272829828e-70	2.34865918136085e-69	down	gene:FGSG_07475	gene:FGSG_07475	NA
gene:FGSG_13281	1128.45466445114	-2.37999051412261	0.134441050219391	-17.7028557143727	3.98574055401171e-70	2.83436522638992e-69	down	gene:FGSG_13281	gene:FGSG_13281	NA
gene:FGSG_06572	2331.73825372658	3.64892704141608	0.206155719890258	17.6998583563847	4.20363110079096e-70	2.98726125034932e-69	up	gene:FGSG_06572	gene:FGSG_06572	NA
gene:FGSG_09681	328.465571379635	2.63894475310977	0.149156235922715	17.6924869200717	4.79133388590677e-70	3.4025700311851e-69	up	gene:FGSG_09681	gene:FGSG_09681	NA
gene:FGSG_10271	627.98679152055	-2.54606778109078	0.143968409372275	-17.6849059609121	5.48124360695865e-70	3.88984210462302e-69	down	gene:FGSG_10271	gene:FGSG_10271	NA
gene:FGSG_11733	122.063516388562	4.5194834391007	0.255652118493449	17.6782553797477	6.16753077978206e-70	4.37387765026462e-69	up	gene:FGSG_11733	gene:FGSG_11733	NA
gene:FGSG_12170	633.340096673204	3.39031063149448	0.19179329897249	17.6768982527423	6.3177653664605e-70	4.47735404547105e-69	up	gene:FGSG_12170	gene:FGSG_12170	NA
gene:FGSG_05705	213.990225445433	7.05689821966254	0.399327792242215	17.6719435931024	6.89788516690735e-70	4.88513700534601e-69	up	gene:FGSG_05705	gene:FGSG_05705	NA
gene:FGSG_11765	1848.47969931326	-2.29498456094188	0.129919132700002	-17.6647158370527	7.84066571948958e-70	5.54902616948702e-69	down	gene:FGSG_11765	gene:FGSG_11765	NA
gene:FGSG_02544	8934.19766152156	-1.71737469932098	0.0972580819003702	-17.6579124918403	8.84509034322188e-70	6.2556055610464e-69	down	gene:FGSG_02544	gene:FGSG_02544	NA
gene:FGSG_04425	1252.49626713914	1.77057878826936	0.100356811824168	17.6428361571662	1.15514879978037e-69	8.16410284841359e-69	up	gene:FGSG_04425	gene:FGSG_04425	NA
gene:FGSG_02087	774.690889992594	-1.74515776954043	0.0989348262106127	-17.639468692504	1.2260833290657e-69	8.65952714130033e-69	down	gene:FGSG_02087	gene:FGSG_02087	NA
gene:FGSG_06112	682.365632933284	-3.250668160348	0.184322204358916	-17.6357925603919	1.30848524981938e-69	9.23521218584174e-69	down	gene:FGSG_06112	gene:FGSG_06112	NA
gene:FGSG_06073	3864.25663984992	-1.95097298763129	0.110627986725401	-17.6354378795121	1.31672180974468e-69	9.28701472622372e-69	down	gene:FGSG_06073	gene:FGSG_06073	NA
gene:FGSG_09662	1124.205892458	-2.52797211731529	0.143360516647374	-17.6336705282207	1.35854083568401e-69	9.57544711550185e-69	down	gene:FGSG_09662	gene:FGSG_09662	NA
gene:FGSG_10963	693.813037325354	-3.59691106765059	0.204042244306178	-17.6282665380469	1.4948013982765e-69	1.0528689576704e-68	down	gene:FGSG_10963	gene:FGSG_10963	NA
gene:FGSG_07264	940.165396642847	-1.92705035453429	0.109326661066215	-17.626536251456	1.54124625764399e-69	1.08484457862991e-68	down	gene:FGSG_07264	gene:FGSG_07264	NA
gene:FGSG_00856	2448.90867463232	1.92151547756789	0.109088850152835	17.6142243215125	1.91597481945238e-69	1.34769044025883e-68	up	gene:FGSG_00856	gene:FGSG_00856	NA
gene:FGSG_00332	1264.37879396464	1.67929262453001	0.0953433570561835	17.6131056885321	1.95422338737043e-69	1.37366116448292e-68	up	gene:FGSG_00332	gene:FGSG_00332	NA
gene:FGSG_09852	854.803679313592	-2.30853809948293	0.131125421254518	-17.6055724160611	2.23239255157864e-69	1.56812703385653e-68	down	gene:FGSG_09852	gene:FGSG_09852	NA
gene:FGSG_13931	1376.21465705186	1.32014000517404	0.0749903552813001	17.6041305608168	2.28997049154868e-69	1.60748165894881e-68	up	gene:FGSG_13931	gene:FGSG_13931	NA
gene:FGSG_13017	2624.41812167409	2.46186468203542	0.139947660326826	17.5913243300111	2.87089143497292e-69	2.01390311095594e-68	up	gene:FGSG_13017	gene:FGSG_13017	NA
gene:FGSG_10037	883.252152338531	-2.09718290654919	0.119250318740337	-17.58639246169	3.1319228117627e-69	2.19552666167847e-68	down	gene:FGSG_10037	gene:FGSG_10037	NA
gene:FGSG_08977	1541.91465039654	-2.4701435005779	0.140556171726097	-17.5740664407927	3.89244724908508e-69	2.72681994702482e-68	down	gene:FGSG_08977	gene:FGSG_08977	NA
gene:FGSG_08684	1427.9689890174	-1.70509944248029	0.0970403463308455	-17.5710362436979	4.10603444191785e-69	2.87450173168475e-68	down	gene:FGSG_08684	gene:FGSG_08684	NA
gene:FGSG_05846	1853.05032875796	-1.95721926141994	0.111391622587848	-17.57061452154	4.13667184103131e-69	2.89399325959717e-68	down	gene:FGSG_05846	gene:FGSG_05846	NA
gene:FGSG_06168	13855.944705762	1.52920033229604	0.0870430351326323	17.5683250241207	4.30702020514647e-69	3.01113350466486e-68	up	gene:FGSG_06168	gene:FGSG_06168	NA
gene:FGSG_00279	1290.80912763613	1.88284357460777	0.107235955382204	17.5579502965871	5.17089612987718e-69	3.61264902353227e-68	up	gene:FGSG_00279	gene:FGSG_00279	NA
gene:FGSG_00874	1131.82235237248	-2.25624223720249	0.128507237181036	-17.5573165114738	5.22894553796487e-69	3.6507418813276e-68	down	gene:FGSG_00874	gene:FGSG_00874	NA
gene:FGSG_09431	1618.1647487259	-1.54916429372862	0.0882563090161091	-17.5530147476014	5.64049199373927e-69	3.93542143552401e-68	down	gene:FGSG_09431	gene:FGSG_09431	NA
gene:FGSG_07793	1439.86313387948	-2.30245230099945	0.131293495841971	-17.5366821199639	7.51912463326423e-69	5.24262737056012e-68	down	gene:FGSG_07793	gene:FGSG_07793	NA
gene:FGSG_01102	651.613241266613	-3.16635067883153	0.180562086535607	-17.5360771443407	7.59958078385574e-69	5.29515877766099e-68	down	gene:FGSG_01102	gene:FGSG_01102	NA
gene:FGSG_02752	691.449672635981	-2.77749698651138	0.158412959244232	-17.5332687411589	7.98445602393016e-69	5.55958693152474e-68	down	gene:FGSG_02752	gene:FGSG_02752	NA
gene:FGSG_09911	323.431769614018	3.12011439390856	0.177956918353167	17.5329760864734	8.02566386089649e-69	5.58452443654047e-68	up	gene:FGSG_09911	gene:FGSG_09911	NA
gene:FGSG_04077	448.243897916137	2.4361034623186	0.139010848771131	17.5245564202649	9.3064527897634e-69	6.47139101311016e-68	up	gene:FGSG_04077	gene:FGSG_04077	NA
gene:FGSG_05007	1517.65228975958	-1.71113870946423	0.0976567606696665	-17.5219687580292	9.73958994206078e-69	6.76803451410049e-68	down	gene:FGSG_05007	gene:FGSG_05007	NA
gene:FGSG_09540	545.476167681979	-2.27238195858285	0.129693097265294	-17.5212251576858	9.86773406307534e-69	6.85248279604843e-68	down	gene:FGSG_09540	gene:FGSG_09540	NA
gene:FGSG_03252	405.549160194873	2.5758752244224	0.147063352991087	17.5154120454368	1.09291759255803e-68	7.58449648347578e-68	up	gene:FGSG_03252	gene:FGSG_03252	NA
gene:FGSG_02551	421.459333859012	4.59696743905258	0.262456100369736	17.5151860923659	1.09726559674724e-68	7.60956998574744e-68	up	gene:FGSG_02551	gene:FGSG_02551	NA
