contrast_id	contrast_title	Geneid	gene_id	gene_name	gene_biotype	log2FoldChange	lfcSE	pvalue	padj	DEG_status
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10867	gene:FGSG_10867	gene:FGSG_10867	NA	-3.41211920641925	0.28643976497126	1.02280158120871e-32	3.66692782958274e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01395	gene:FGSG_01395	gene:FGSG_01395	NA	-1.14814206177354	0.0964319694609268	1.09820087105442e-32	3.93588501865608e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10883	gene:FGSG_10883	gene:FGSG_10883	NA	-1.49678816074622	0.125780220215236	1.18307246310013e-32	4.23712635176022e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06059	gene:FGSG_06059	gene:FGSG_06059	NA	-1.06954089502131	0.0898882714798552	1.20408421677349e-32	4.31088796005282e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11019	gene:FGSG_11019	gene:FGSG_11019	NA	2.28969954010066	0.192470544328288	1.23617562743998e-32	4.42425248756086e-32	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07537	gene:FGSG_07537	gene:FGSG_07537	NA	-4.0846395413776	0.343580367716819	1.35898116737215e-32	4.86041140137177e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01588	gene:FGSG_01588	gene:FGSG_01588	NA	-1.30658731469866	0.10995256442578	1.44734833436287e-32	5.17467011532913e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03242	gene:FGSG_03242	gene:FGSG_03242	NA	1.0444981106061	0.0879595362309543	1.60098770432191e-32	5.7200230126118e-32	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02867	gene:FGSG_02867	gene:FGSG_02867	NA	3.8756843522651	0.326458800528576	1.65673368471166e-32	5.9151105418981e-32	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13073	gene:FGSG_13073	gene:FGSG_13073	NA	-1.71056054080853	0.144088823869607	1.66317042420126e-32	5.93604500936913e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04174	gene:FGSG_04174	gene:FGSG_04174	NA	-1.90748592691039	0.160684919039537	1.6751309202934e-32	5.97667317323152e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02287	gene:FGSG_02287	gene:FGSG_02287	NA	1.21726664121458	0.102561979036529	1.72336553914699e-32	6.146650634629e-32	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04568	gene:FGSG_04568	gene:FGSG_04568	NA	-1.70435387248953	0.143681008445223	1.86316022530151e-32	6.64296176748341e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_12709	gene:FGSG_12709	gene:FGSG_12709	NA	3.68955720856189	0.31112200860619	1.93556795730302e-32	6.89875064713098e-32	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10039	gene:FGSG_10039	gene:FGSG_10039	NA	-1.20516617277281	0.101651129548163	2.00544801352679e-32	7.14535744392857e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09066	gene:FGSG_09066	gene:FGSG_09066	NA	-1.57274731823153	0.132657370007337	2.01012942619063e-32	7.15957347051178e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03797	gene:FGSG_03797	gene:FGSG_03797	NA	-3.98803708462354	0.336474189606932	2.09037488886826e-32	7.44282723498692e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02320	gene:FGSG_02320	gene:FGSG_02320	NA	1.43422165098038	0.121070537538586	2.25264034850327e-32	8.0150646626814e-32	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06907	gene:FGSG_06907	gene:FGSG_06907	NA	-1.32203349942868	0.111614256566425	2.29332402004965e-32	8.15701714311029e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00915	gene:FGSG_00915	gene:FGSG_00915	NA	-1.53482522884082	0.129668101085206	2.52580193957609e-32	8.98082186894603e-32	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06806	gene:FGSG_06806	gene:FGSG_06806	NA	1.28624187455705	0.1087395094089	2.77561592504868e-32	9.86229488261978e-32	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07995	gene:FGSG_07995	gene:FGSG_07995	NA	-1.72028366564178	0.145463908393689	2.8582686905133e-32	1.01524919456517e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_03775	gene:FGSG_03775	gene:FGSG_03775	NA	3.03424280592158	0.25677306960119	3.1952831547559e-32	1.1345665906839e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11517	gene:FGSG_11517	gene:FGSG_11517	NA	2.62603435211494	0.222305684850178	3.35536303425616e-32	1.19099858953337e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10964	gene:FGSG_10964	gene:FGSG_10964	NA	-1.05872786070296	0.0896381694709669	3.41944177999172e-32	1.21332762817115e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08644	gene:FGSG_08644	gene:FGSG_08644	NA	-1.57810677482829	0.133621034189219	3.45257012299693e-32	1.2246629343443e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10875	gene:FGSG_10875	gene:FGSG_10875	NA	-1.19528631697781	0.101208796683861	3.46136848624801e-32	1.22736333241822e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_20548	gene:FGSG_20548	gene:FGSG_20548	NA	-3.70499215931947	0.313821084849978	3.63162958988006e-32	1.2872951993707e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_10896	gene:FGSG_10896	gene:FGSG_10896	NA	-1.8976934171342	0.160739974300621	3.63517299527278e-32	1.28811023932424e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08395	gene:FGSG_08395	gene:FGSG_08395	NA	1.05178714285421	0.0890951294700426	3.66852861056725e-32	1.29948495497138e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01696	gene:FGSG_01696	gene:FGSG_01696	NA	-2.59854957352565	0.220221152582947	3.91577780519743e-32	1.38659245536984e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13112	gene:FGSG_13112	gene:FGSG_13112	NA	-2.4024659133254	0.203636124251886	4.00470590187273e-32	1.4175974327518e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13461	gene:FGSG_13461	gene:FGSG_13461	NA	8.04855417662496	0.682473395003588	4.23085743263561e-32	1.49713936628534e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07860	gene:FGSG_07860	gene:FGSG_07860	NA	1.86760454178419	0.158375264647159	4.27829985596155e-32	1.51341020528274e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_02014	gene:FGSG_02014	gene:FGSG_02014	NA	-1.17829172899091	0.0999329635650989	4.35274690770961e-32	1.53921931292436e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07143	gene:FGSG_07143	gene:FGSG_07143	NA	-1.01647430225897	0.0862140708511359	4.38911500722978e-32	1.55154990730137e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07590	gene:FGSG_07590	gene:FGSG_07590	NA	7.25863612466895	0.616918039543399	5.84540416289363e-32	2.06423310718283e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_00584	gene:FGSG_00584	gene:FGSG_00584	NA	1.84922392922969	0.157194895602405	5.99069697326034e-32	2.11482019983422e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13131	gene:FGSG_13131	gene:FGSG_13131	NA	-1.74299356437644	0.14823252733644	6.38516059576753e-32	2.25330445837004e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06649	gene:FGSG_06649	gene:FGSG_06649	NA	-1.96651460455939	0.167437998577752	7.51594097816189e-32	2.6514498428582e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11782	gene:FGSG_11782	gene:FGSG_11782	NA	-1.23042789326145	0.104779249661967	7.66712818067981e-32	2.70386393674246e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13626	gene:FGSG_13626	gene:FGSG_13626	NA	-1.39218622306882	0.11855582484592	7.68295537702558e-32	2.70852298174065e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01845	gene:FGSG_01845	gene:FGSG_01845	NA	-1.14391137943048	0.0974184990786106	7.74087986184172e-32	2.72801463885327e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05847	gene:FGSG_05847	gene:FGSG_05847	NA	-2.25147920520348	0.191848421457757	8.36125373650603e-32	2.94564209553533e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_08134	gene:FGSG_08134	gene:FGSG_08134	NA	-1.77158318297919	0.150965649643385	8.4317846203497e-32	2.96947952241839e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05915	gene:FGSG_05915	gene:FGSG_05915	NA	1.3698252302484	0.116734840791805	8.48240479027038e-32	2.98629103020943e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_06367	gene:FGSG_06367	gene:FGSG_06367	NA	1.05639186249453	0.0900408453044002	8.69958096736799e-32	3.06170840707438e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_09884	gene:FGSG_09884	gene:FGSG_09884	NA	2.11663659400299	0.180412710941462	8.71713765664191e-32	3.06684482830005e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_13287	gene:FGSG_13287	gene:FGSG_13287	NA	2.41412239262153	0.205881535079872	9.40265331209179e-32	3.30689783944967e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_05873	gene:FGSG_05873	gene:FGSG_05873	NA	-1.38988441984329	0.118578792454858	9.92690322605261e-32	3.49009018684376e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04252	gene:FGSG_04252	gene:FGSG_04252	NA	-2.17964056737258	0.186004403494258	1.02809166665558e-31	3.61332692347316e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_07339	gene:FGSG_07339	gene:FGSG_07339	NA	-2.01396579683783	0.171974070216056	1.1212457131809e-31	3.93938856948593e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_04413	gene:FGSG_04413	gene:FGSG_04413	NA	1.13368236293907	0.0968131506036657	1.13274523523512e-31	3.97844103311546e-31	up
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01744	gene:FGSG_01744	gene:FGSG_01744	NA	-1.58054212773061	0.135000569175656	1.16435309655077e-31	4.0880678066079e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_11915	gene:FGSG_11915	gene:FGSG_11915	NA	-1.11922531126971	0.0956002006906593	1.16871284589456e-31	4.10198400216686e-31	down
C1_WT_NPN_vs_WT_PN	Эффект среды в WT: NPN vs PN	gene:FGSG_01863	gene:FGSG_01863	gene:FGSG_01863	NA	-1.40373613768026	0.119929062038013	1.20555979075273e-31	4.22987667687354e-31	down
