term_id	overlap	term_size	set_size	bg_size	pvalue	gene_ratio	bg_ratio	overlap_genes	padj	term_name
fgr00460	1	31	246	10357	0.525879412336092	0.0040650406504065	0.0029931447330308	FGSG_06480	0.71139333234146	Cyanoamino acid metabolism - Fusarium graminearum
fgr00040	1	32	246	10357	0.537174557074163	0.0040650406504065	0.00308969778893502	FGSG_11011	0.71139333234146	Pentose and glucuronate interconversions - Fusarium graminearum
fgr00250	1	38	246	10357	0.599533557531674	0.0040650406504065	0.00366901612436034	FGSG_08083	0.773082745238211	Alanine, aspartate and glutamate metabolism - Fusarium graminearum
fgr00630	1	43	246	10357	0.645054270081148	0.0040650406504065	0.00415178140388143	FGSG_03069	0.810452800871186	Glyoxylate and dicarboxylate metabolism - Fusarium graminearum
fgr01210	1	49	246	10357	0.692926035150246	0.0040650406504065	0.00473109973930675	FGSG_00109	0.848834393059052	2-Oxocarboxylic acid metabolism - Fusarium graminearum
fgr00500	1	57	246	10357	0.746899288704115	0.0040650406504065	0.0055035241865405	FGSG_01621	0.884478328098332	Starch and sucrose metabolism - Fusarium graminearum
fgr01200	2	115	246	10357	0.762392984944908	0.00813008130081301	0.0111036014289852	FGSG_03147,FGSG_03244	0.884478328098332	Carbon metabolism - Fusarium graminearum
fgr04113	1	65	246	10357	0.791417574167412	0.0040650406504065	0.00627594863377426	FGSG_05949	0.884478328098332	Meiosis - yeast - Fusarium graminearum
fgr01230	2	123	246	10357	0.794225437476053	0.00813008130081301	0.011876025876219	FGSG_00109,FGSG_03147	0.884478328098332	Biosynthesis of amino acids - Fusarium graminearum
fgr04142	1	75	246	10357	0.83625609270988	0.0040650406504065	0.00724147919281645	FGSG_12251	0.89493286737771	Lysosome biogenesis - Fusarium graminearum
fgr01240	2	142	246	10357	0.855189161721755	0.00813008130081301	0.0137105339383992	FGSG_00109,FGSG_09040	0.89493286737771	Biosynthesis of cofactors - Fusarium graminearum
fgr04141	1	81	246	10357	0.858404995239844	0.0040650406504065	0.00782079752824177	FGSG_00554	0.89493286737771	Protein processing in endoplasmic reticulum - Fusarium graminearum
fgr03008	1	134	246	10357	0.960926079133839	0.0040650406504065	0.0129381094911654	FGSG_20022	0.980945372449127	Ribosome biogenesis in eukaryotes - Fusarium graminearum
fgr03010	1	203	246	10357	0.992763815194986	0.0040650406504065	0.0196002703485565	FGSG_20022	0.992763815194986	Ribosome - Fusarium graminearum
