GO_ID	term_name	Ontology	term_size	foreground_size	overlap_size	gene_ratio	background_ratio	pvalue	overlap_genes	qvalue	log10_qvalue
GO:0009313	oligosaccharide catabolic process	biological_process	6	159	1	0.00628930817610063	0.000774693350548741	0.117060675858138	23551170	0.359771940735424	0.443972711082082
GO:0015123	acetate transmembrane transporter activity	molecular_function	6	159	1	0.00628930817610063	0.000774693350548741	0.117060675858138	23556330	0.359771940735424	0.443972711082082
GO:0016805	dipeptidase activity	molecular_function	6	159	1	0.00628930817610063	0.000774693350548741	0.117060675858138	23553737	0.359771940735424	0.443972711082082
GO:0019878	obsolete L-lysine biosynthetic process via aminoadipic acid	biological_process	6	159	1	0.00628930817610063	0.000774693350548741	0.117060675858138	23551265	0.359771940735424	0.443972711082082
GO:0030011	maintenance of cell polarity	biological_process	6	159	1	0.00628930817610063	0.000774693350548741	0.117060675858138	23555997	0.359771940735424	0.443972711082082
GO:0051698	saccharopine oxidase activity	molecular_function	6	159	1	0.00628930817610063	0.000774693350548741	0.117060675858138	23550406	0.359771940735424	0.443972711082082
GO:0120029	proton export across plasma membrane	biological_process	6	159	1	0.00628930817610063	0.000774693350548741	0.117060675858138	23555354	0.359771940735424	0.443972711082082
GO:0004657	proline dehydrogenase activity	molecular_function	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23559332	0.359771940735424	0.443972711082082
GO:0005871	kinesin complex	cellular_component	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23559329	0.359771940735424	0.443972711082082
GO:0006526	L-arginine biosynthetic process	biological_process	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23556504	0.359771940735424	0.443972711082082
GO:0008198	ferrous iron binding	molecular_function	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23560632	0.359771940735424	0.443972711082082
GO:0008474	palmitoyl-(protein) hydrolase activity	molecular_function	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23548956	0.359771940735424	0.443972711082082
GO:0015248	obsolete sterol transporter activity	molecular_function	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23555997	0.359771940735424	0.443972711082082
GO:0016405	CoA-ligase activity	molecular_function	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23560663	0.359771940735424	0.443972711082082
GO:0032979	protein insertion into mitochondrial inner membrane from matrix	biological_process	7	159	1	0.00628930817610063	0.000903808908973531	0.135200920403758	23549601	0.359771940735424	0.443972711082082
GO:0003682	chromatin binding	molecular_function	33	159	2	0.0125786163522013	0.00426081342801808	0.146582904970322	23554456;23557650	0.376750742612008	0.423945882976226
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	molecular_function	8	159	1	0.00628930817610063	0.00103292446739832	0.152970764505051	23547657	0.376750742612008	0.423945882976226
GO:0052689	carboxylic ester hydrolase activity	molecular_function	8	159	1	0.00628930817610063	0.00103292446739832	0.152970764505051	23557979	0.376750742612008	0.423945882976226
GO:0005507	copper ion binding	molecular_function	34	159	2	0.0125786163522013	0.00438992898644287	0.153749594171374	23549710;23552351	0.376750742612008	0.423945882976226
GO:0004650	polygalacturonase activity	molecular_function	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23557883	0.376750742612008	0.423945882976226
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	biological_process	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23556504	0.376750742612008	0.423945882976226
GO:0008033	tRNA processing	biological_process	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23548706	0.376750742612008	0.423945882976226
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity	molecular_function	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23550404	0.376750742612008	0.423945882976226
GO:0018107	peptidyl-threonine phosphorylation	biological_process	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23554796	0.376750742612008	0.423945882976226
GO:0019752	carboxylic acid metabolic process	biological_process	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23557350	0.376750742612008	0.423945882976226
GO:0046513	ceramide biosynthetic process	biological_process	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23551137	0.376750742612008	0.423945882976226
GO:0051536	iron-sulfur cluster binding	molecular_function	9	159	1	0.00628930817610063	0.00116204002582311	0.17037772436594	23550365	0.376750742612008	0.423945882976226
GO:0006629	lipid metabolic process	biological_process	37	159	2	0.0125786163522013	0.00477727566171724	0.175628015528429	23554937;23556774	0.382160764230573	0.417753903238233
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	10	159	1	0.00628930817610063	0.0012911555842479	0.187429164622638	23548624	0.382160764230573	0.417753903238233
GO:0006334	nucleosome assembly	biological_process	10	159	1	0.00628930817610063	0.0012911555842479	0.187429164622638	23554456	0.382160764230573	0.417753903238233
GO:0030148	sphingolipid biosynthetic process	biological_process	10	159	1	0.00628930817610063	0.0012911555842479	0.187429164622638	23554894	0.382160764230573	0.417753903238233
GO:0034551	mitochondrial respiratory chain complex III assembly	biological_process	10	159	1	0.00628930817610063	0.0012911555842479	0.187429164622638	23549601	0.382160764230573	0.417753903238233
GO:0043332	mating projection tip	cellular_component	10	159	1	0.00628930817610063	0.0012911555842479	0.187429164622638	23557627	0.382160764230573	0.417753903238233
GO:0016020	membrane	cellular_component	661	159	17	0.106918238993711	0.0853453841187863	0.196978205233345	23547619;23548956;23549534;23550416;23551137;23551163;23551321;23552833;23553352;23553988;23554656;23555010;23555243;23555997;23556774;23558014;23559516	0.388961687811801	0.410093173973381
GO:0019748	secondary metabolic process	biological_process	11	159	1	0.00628930817610063	0.00142027114267269	0.204132301380879	23560663	0.388961687811801	0.410093173973381
GO:0030170	pyridoxal phosphate binding	molecular_function	77	159	3	0.0188679245283019	0.00994189799870884	0.209973967320694	23548830;23553867;23556015	0.388961687811801	0.410093173973381
GO:0004364	glutathione transferase activity	molecular_function	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23551472	0.388961687811801	0.410093173973381
GO:0005388	P-type calcium transporter activity	molecular_function	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23555956	0.388961687811801	0.410093173973381
GO:0006749	glutathione metabolic process	biological_process	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23549152	0.388961687811801	0.410093173973381
GO:0006807	obsolete nitrogen compound metabolic process	biological_process	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23553611	0.388961687811801	0.410093173973381
GO:0008115	sarcosine oxidase activity	molecular_function	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23550406	0.388961687811801	0.410093173973381
GO:0010468	regulation of gene expression	biological_process	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23552393	0.388961687811801	0.410093173973381
GO:0030490	maturation of SSU-rRNA	biological_process	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23548345	0.388961687811801	0.410093173973381
GO:0034727	piecemeal microautophagy of the nucleus	biological_process	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23555997	0.388961687811801	0.410093173973381
GO:0045490	pectin catabolic process	biological_process	12	159	1	0.00628930817610063	0.00154938670109748	0.220494205192677	23557883	0.388961687811801	0.410093173973381
GO:0019843	rRNA binding	molecular_function	13	159	1	0.00628930817610063	0.00167850225952227	0.236521803973792	23548624	0.408065090372367	0.389270557167763
GO:0051213	dioxygenase activity	molecular_function	13	159	1	0.00628930817610063	0.00167850225952227	0.236521803973792	23555115	0.408065090372367	0.389270557167763
GO:0004029	aldehyde dehydrogenase (NAD+) activity	molecular_function	15	159	1	0.00628930817610063	0.00193673337637185	0.26760110202502	23558371	0.437639302270085	0.358883683035297
GO:0005811	lipid droplet	cellular_component	15	159	1	0.00628930817610063	0.00193673337637185	0.26760110202502	23550678	0.437639302270085	0.358883683035297
GO:0006979	response to oxidative stress	biological_process	15	159	1	0.00628930817610063	0.00193673337637185	0.26760110202502	23549920	0.437639302270085	0.358883683035297
GO:0030488	tRNA methylation	biological_process	15	159	1	0.00628930817610063	0.00193673337637185	0.26760110202502	23558795	0.437639302270085	0.358883683035297
GO:0042744	hydrogen peroxide catabolic process	biological_process	15	159	1	0.00628930817610063	0.00193673337637185	0.26760110202502	23549921	0.437639302270085	0.358883683035297
GO:0000329	fungal-type vacuole membrane	cellular_component	89	159	3	0.0188679245283019	0.0114912846998063	0.275848538442281	23547696;23547698;23554881	0.440522557737101	0.356031847865068
GO:0000293	ferric-chelate reductase activity	molecular_function	16	159	1	0.00628930817610063	0.00206584893479664	0.282665969396045	23560154	0.440522557737101	0.356031847865068
GO:0015677	copper ion import	biological_process	16	159	1	0.00628930817610063	0.00206584893479664	0.282665969396045	23560154	0.440522557737101	0.356031847865068
GO:0030570	pectate lyase activity	molecular_function	16	159	1	0.00628930817610063	0.00206584893479664	0.282665969396045	23550450	0.440522557737101	0.356031847865068
GO:0003676	nucleic acid binding	molecular_function	91	159	3	0.0188679245283019	0.0117495158166559	0.287065697306649	23548345;23550438;23554995	0.440522557737101	0.356031847865068
GO:0005351	carbohydrate:proton symporter activity	molecular_function	92	159	3	0.0188679245283019	0.0118786313750807	0.292688722692815	23550416;23554656;23558014	0.440522557737101	0.356031847865068
GO:0008643	carbohydrate transport	biological_process	92	159	3	0.0188679245283019	0.0118786313750807	0.292688722692815	23550416;23554656;23558014	0.440522557737101	0.356031847865068
GO:0005874	microtubule	cellular_component	17	159	1	0.00628930817610063	0.00219496449322143	0.297422873376641	23552833	0.440522557737101	0.356031847865068
GO:0006826	iron ion transport	biological_process	17	159	1	0.00628930817610063	0.00219496449322143	0.297422873376641	23560154	0.440522557737101	0.356031847865068
GO:0030686	90S preribosome	cellular_component	17	159	1	0.00628930817610063	0.00219496449322143	0.297422873376641	23548345	0.440522557737101	0.356031847865068
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	18	159	1	0.00628930817610063	0.00232408005164622	0.311878070469436	23550966	0.457615486576649	0.339499286616748
GO:0008168	methyltransferase activity	molecular_function	56	159	2	0.0125786163522013	0.00723047127178825	0.319829751334569	23552980;23557650	0.464937694069697	0.332605242668594
GO:0034599	cellular response to oxidative stress	biological_process	19	159	1	0.00628930817610063	0.00245319561007101	0.326037690864849	23549921	0.465344704234375	0.33222522412756
GO:0042273	ribosomal large subunit biogenesis	biological_process	19	159	1	0.00628930817610063	0.00245319561007101	0.326037690864849	23553906	0.465344704234375	0.33222522412756
GO:0005730	nucleolus	cellular_component	99	159	3	0.0188679245283019	0.0127824402840542	0.332193996107783	23548624;23553906;23556982	0.469859976476774	0.328031547391556
GO:0042254	ribosome biogenesis	biological_process	20	159	1	0.00628930817610063	0.0025823111684958	0.339907740975189	23553935	0.476477815474149	0.32195731504968
GO:0006887	exocytosis	biological_process	21	159	1	0.00628930817610063	0.00271142672692059	0.353494105918224	23555997	0.491137828576648	0.308796614210098
GO:0018105	peptidyl-serine phosphorylation	biological_process	23	159	1	0.00628930817610063	0.00296965784377017	0.379838728856555	23554796	0.514092072676544	0.288959092922262
GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function	23	159	1	0.00628930817610063	0.00296965784377017	0.379838728856555	23555410	0.514092072676544	0.288959092922262
GO:0070588	calcium ion transmembrane transport	biological_process	23	159	1	0.00628930817610063	0.00296965784377017	0.379838728856555	23555956	0.514092072676544	0.288959092922262
GO:0005759	mitochondrial matrix	cellular_component	24	159	1	0.00628930817610063	0.00309877340219496	0.392608172279477	23548472	0.521338197090809	0.282880454282573
GO:0003729	mRNA binding	molecular_function	67	159	2	0.0125786163522013	0.00865074241446094	0.401560890150767	23553906;23557198	0.521338197090809	0.282880454282573
GO:0003724	RNA helicase activity	molecular_function	25	159	1	0.00628930817610063	0.00322788896061975	0.405116306019609	23548345	0.521338197090809	0.282880454282573
GO:0006874	intracellular calcium ion homeostasis	biological_process	25	159	1	0.00628930817610063	0.00322788896061975	0.405116306019609	23555956	0.521338197090809	0.282880454282573
GO:0006879	intracellular iron ion homeostasis	biological_process	25	159	1	0.00628930817610063	0.00322788896061975	0.405116306019609	23560154	0.521338197090809	0.282880454282573
GO:0042393	histone binding	molecular_function	25	159	1	0.00628930817610063	0.00322788896061975	0.405116306019609	23554456	0.521338197090809	0.282880454282573
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	70	159	2	0.0125786163522013	0.00903808908973531	0.423090162211915	23549052;23558865	0.540041914368054	0.267572531894927
GO:0008017	microtubule binding	molecular_function	27	159	1	0.00628930817610063	0.00348612007746933	0.429369793850244	23552833	0.543637561568454	0.264690544179521
GO:0000785	chromatin	cellular_component	28	159	1	0.00628930817610063	0.00361523563589413	0.441125456298781	23554456	0.549656322531021	0.259908772107228
GO:0005774	vacuolar membrane	cellular_component	28	159	1	0.00628930817610063	0.00361523563589413	0.441125456298781	23554224	0.549656322531021	0.259908772107228
GO:0006260	DNA replication	biological_process	29	159	1	0.00628930817610063	0.00374435119431892	0.45264043005134	23550365	0.55956336628394	0.252150725812663
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	30	159	1	0.00628930817610063	0.00387346675274371	0.463919612480297	23558387	0.564615342320982	0.248247324923047
GO:0006897	endocytosis	biological_process	30	159	1	0.00628930817610063	0.00387346675274371	0.463919612480297	23555997	0.564615342320982	0.248247324923047
GO:0009251	glucan catabolic process	biological_process	31	159	1	0.00628930817610063	0.0040025823111685	0.474967801931448	23549052	0.573614960794134	0.241379530098964
GO:0046872	metal ion binding	molecular_function	79	159	2	0.0125786163522013	0.0102001291155584	0.485153988734761	23552040;23556006	0.578272787855439	0.237867244082857
GO:0005783	endoplasmic reticulum	cellular_component	127	159	3	0.0188679245283019	0.0163976759199484	0.486191133738331	23550678;23552906;23553352	0.578272787855439	0.237867244082857
GO:0043231	intracellular membrane-bounded organelle	cellular_component	39	159	1	0.00628930817610063	0.00503550677856682	0.555582232871418	23555997	0.655837673389569	0.183203639701921
GO:0005524	ATP binding	molecular_function	542	159	11	0.0691823899371069	0.0699806326662363	0.561364486356746	23548345;23548472;23549534;23549601;23551163;23553988;23554796;23555354;23555956;23559516;23559557	0.656785689364183	0.182576318583312
GO:0000324	fungal-type vacuole	cellular_component	40	159	1	0.00628930817610063	0.00516462233699161	0.564752025886399	23554224	0.656785689364183	0.182576318583312
GO:0003924	GTPase activity	molecular_function	93	159	2	0.0125786163522013	0.0120077469335055	0.573072661797608	23550897;23552833	0.661561822810474	0.179429564853843
GO:0005789	endoplasmic reticulum membrane	cellular_component	100	159	2	0.0125786163522013	0.012911555842479	0.612796074756387	23553322;23554894	0.702255355742721	0.15350493997168
GO:0005525	GTP binding	molecular_function	102	159	2	0.0125786163522013	0.0131697869593286	0.623618698297242	23550897;23552833	0.709479243714978	0.149060305593271
GO:0003700	DNA-binding transcription factor activity	molecular_function	48	159	1	0.00628930817610063	0.00619754680438993	0.631653332948854	23557080	0.71345016743144	0.146636355787379
GO:0004674	protein serine/threonine kinase activity	molecular_function	57	159	1	0.00628930817610063	0.00735958683021304	0.694771075779902	23554796	0.779136134981747	0.108386653359598
GO:0005515	protein binding	molecular_function	604	159	11	0.0691823899371069	0.0779857972885733	0.705212421328079	23548428;23548598;23549022;23550134;23553935;23555757;23556982;23556984;23559061;23559329;23559439	0.785236525875946	0.104999507063085
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	61	159	1	0.00628930817610063	0.0078760490639122	0.719253587156023	23557350	0.795231078757011	0.0995066554355374
GO:0005743	mitochondrial inner membrane	cellular_component	67	159	1	0.00628930817610063	0.00865074241446094	0.752365481424848	23549601	0.826023640445463	0.0830075231782915
GO:0005576	extracellular region	cellular_component	71	159	1	0.00628930817610063	0.0091672046481601	0.772253395076549	23557883	0.841970715465404	0.0747030134088439
GO:0016787	hydrolase activity	molecular_function	78	159	1	0.00628930817610063	0.0100710135571336	0.803312353960308	23550621	0.869793376357023	0.060583903893663
GO:0006351	DNA-templated transcription	biological_process	218	159	3	0.0188679245283019	0.0281471917366043	0.830537160110513	23547716;23549151;23549705	0.893111877653086	0.0490941348359509
GO:0008270	zinc ion binding	molecular_function	522	159	8	0.050314465408805	0.0673983214977405	0.84939907933348	23547716;23549151;23549433;23549705;23551710;23554995;23555100;23557198	0.907181329628274	0.042305896417277
GO:0006355	regulation of DNA-templated transcription	biological_process	265	159	3	0.0188679245283019	0.0342156229825694	0.913885773235013	23547716;23549705;23551710	0.963382728565346	0.0162011439422843
GO:0005829	cytosol	cellular_component	399	159	5	0.0314465408805031	0.0515171078114913	0.918634674673753	23549152;23552868;23555997;23556984;23559557	0.963382728565346	0.0162011439422843
GO:0005737	cytoplasm	cellular_component	759	159	11	0.0691823899371069	0.0979987088444157	0.920429358501923	23548472;23549022;23550897;23551040;23551472;23552040;23552833;23556504;23557198;23559557;23560589	0.963382728565346	0.0162011439422843
GO:0003677	DNA binding	molecular_function	276	159	3	0.0188679245283019	0.0356358941252421	0.927050429038747	23547716;23549151;23549705	0.963886869927704	0.015973935650371
GO:0006508	proteolysis	biological_process	139	159	1	0.00628930817610063	0.0179470626210458	0.945499945059602	23555222	0.973653787337433	0.0115954424827895
GO:0006357	regulation of transcription by RNA polymerase II	biological_process	142	159	1	0.00628930817610063	0.0183344092963202	0.948847321418008	23558387	0.973653787337433	0.0115954424827895
GO:0005739	mitochondrion	cellular_component	321	159	3	0.0188679245283019	0.0414460942543576	0.963900902802487	23551265;23553867;23559332	0.982678193116821	0.00758868138983397
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	342	159	3	0.0188679245283019	0.0441575209812782	0.974317195279524	23547716;23549705;23551710	0.986889030057325	0.00573167847849559
GO:0003723	RNA binding	molecular_function	219	159	1	0.00628930817610063	0.0282763072950291	0.990034024420232	23558054	0.996380396371643	0.00157482572743527
GO:0005634	nucleus	cellular_component	810	159	7	0.0440251572327044	0.10458360232408	0.998370286146874	23549022;23550438;23552393;23554456;23555158;23557650;23558795	0.998370286146874	0.000708353096829388
