GO_ID	term_name	Ontology	term_size	foreground_size	overlap_size	gene_ratio	background_ratio	pvalue	overlap_genes	qvalue	log10_qvalue
GO:0005351	carbohydrate:proton symporter activity	molecular_function	92	30	3	0.1	0.0118786313750807	0.00522170119111208	23550416;23554652;23558014	0.100249210492421	0.998919038958506
GO:0008643	carbohydrate transport	biological_process	92	30	3	0.1	0.0118786313750807	0.00522170119111208	23550416;23554652;23558014	0.100249210492421	0.998919038958506
GO:0005886	plasma membrane	cellular_component	236	30	4	0.133333333333333	0.0304712717882505	0.0123579480998634	23554652;23555354;23555504;23558278	0.100249210492421	0.998919038958506
GO:0005829	cytosol	cellular_component	399	30	5	0.166666666666667	0.0515171078114913	0.0173704402634835	23549005;23549380;23552868;23557914;23559557	0.100249210492421	0.998919038958506
GO:0006644	phospholipid metabolic process	biological_process	5	30	1	0.0333333333333333	0.000645577792123951	0.0192228024653988	23549418	0.100249210492421	0.998919038958506
GO:0010133	obsolete L-proline catabolic process to L-glutamate	biological_process	5	30	1	0.0333333333333333	0.000645577792123951	0.0192228024653988	23559332	0.100249210492421	0.998919038958506
GO:0034605	cellular response to heat	biological_process	5	30	1	0.0333333333333333	0.000645577792123951	0.0192228024653988	23559557	0.100249210492421	0.998919038958506
GO:0009408	response to heat	biological_process	6	30	1	0.0333333333333333	0.000774693350548741	0.0230242644713466	23550699	0.100249210492421	0.998919038958506
GO:0030011	maintenance of cell polarity	biological_process	6	30	1	0.0333333333333333	0.000774693350548741	0.0230242644713466	23557914	0.100249210492421	0.998919038958506
GO:0051698	saccharopine oxidase activity	molecular_function	6	30	1	0.0333333333333333	0.000774693350548741	0.0230242644713466	23550406	0.100249210492421	0.998919038958506
GO:0120029	proton export across plasma membrane	biological_process	6	30	1	0.0333333333333333	0.000774693350548741	0.0230242644713466	23555354	0.100249210492421	0.998919038958506
GO:0004657	proline dehydrogenase activity	molecular_function	7	30	1	0.0333333333333333	0.000903808908973531	0.0268114814329514	23559332	0.100249210492421	0.998919038958506
GO:0015248	obsolete sterol transporter activity	molecular_function	7	30	1	0.0333333333333333	0.000903808908973531	0.0268114814329514	23557914	0.100249210492421	0.998919038958506
GO:0042542	response to hydrogen peroxide	biological_process	7	30	1	0.0333333333333333	0.000903808908973531	0.0268114814329514	23550699	0.100249210492421	0.998919038958506
GO:0003993	acid phosphatase activity	molecular_function	8	30	1	0.0333333333333333	0.00103292446739832	0.0305845048959927	23550715	0.100249210492421	0.998919038958506
GO:0008195	phosphatidate phosphatase activity	molecular_function	8	30	1	0.0333333333333333	0.00103292446739832	0.0305845048959927	23549418	0.100249210492421	0.998919038958506
