context	contrast_id	gene_id	n_dmrs	best_region	max_abs_diff	mean_abs_diff	total_priority_score	priority_rank
CpG	C1_WT_NPN_vs_WT_PN	FGSG_20818	1	promoter	0.166912458206412	0.166912458206412	3033.76694758162	1
CpG	C1_WT_NPN_vs_WT_PN	FGSG_20819	1	promoter	0.166912458206412	0.166912458206412	3033.76694758162	2
CpG	C1_WT_NPN_vs_WT_PN	FGSG_20820	1	promoter	0.166912458206412	0.166912458206412	3033.76694758162	3
CpG	C1_WT_NPN_vs_WT_PN	FGSG_20821	1	promoter	0.166912458206412	0.166912458206412	3033.76694758162	4
