context	contrast_id	gene_id	n_dmrs	best_region	max_abs_diff	mean_abs_diff	total_priority_score	priority_rank
CHG	C1_WT_NPN_vs_WT_PN	FGSG_20818	1	promoter	0.159316134316134	0.159316134316134	3031.49463843929	1
CHG	C1_WT_NPN_vs_WT_PN	FGSG_20819	1	promoter	0.159316134316134	0.159316134316134	3031.49463843929	2
CHG	C1_WT_NPN_vs_WT_PN	FGSG_20820	1	promoter	0.159316134316134	0.159316134316134	3031.49463843929	3
CHG	C1_WT_NPN_vs_WT_PN	FGSG_20821	1	promoter	0.159316134316134	0.159316134316134	3031.49463843929	4
