sample_id	n_methyl	n_unmethyl	depth	weighted_meth_pct
SRR10382875	28195835	4448005800	4476201635	0.629905381820451
SRR10382876	27764023	3996555482	4024319505	0.689906031703116
SRR10382877	27349839	4001884805	4029234644	0.678784965793122
SRR10382878	65608687	4497736697	4563345384	1.43773222228668
