weighted_meth_pct.SRR10382875	weighted_meth_pct.SRR10382876	weighted_meth_pct.SRR10382877	weighted_meth_pct.SRR10382878
weighted_meth_pct.SRR10382875	1	-0.848278152593393	-0.912799501458508	-0.717829455854017
weighted_meth_pct.SRR10382876	-0.848278152593393	1	0.987979466411351	0.970633186239954
weighted_meth_pct.SRR10382877	-0.912799501458508	0.987979466411351	1	0.924211950899332
weighted_meth_pct.SRR10382878	-0.717829455854017	0.970633186239954	0.924211950899332	1
